年度,地區別,蔬菜類別,種植面積,收穫面積,每公頃平均產量,產量,
2014,新北市,韭菜,29,29,13020,377,
2014,台北市,韭菜,0,0,4500,0,
2014,台中市,韭菜,18,18,15576,276,
2014,台南市,韭菜,1,1,10182,11,
2014,高雄市,韭菜,7,7,20155,148,
2014,宜蘭縣,韭菜,37,37,16491,617,
2014,桃園縣,韭菜,85,85,48509,4143,
2014,新竹縣,韭菜,12,12,13740,159,
2014,苗栗縣,韭菜,2,2,16296,40,
2014,彰化縣,韭菜,687,687,51396,35284,
2014,南投縣,韭菜,1,1,17692,23,
2014,雲林縣,韭菜,0,0,18671,8,
2014,嘉義縣,韭菜,0,0,10000,4,
2014,屏東縣,韭菜,13,13,11833,151,
2014,台東縣,韭菜,3,3,18222,60,
2014,花蓮縣,韭菜,69,69,16185,1116,
2014,澎湖縣,韭菜,-,-,-,-,
2014,基隆市,韭菜,1,1,9724,6,
2014,新竹市,韭菜,1,1,12500,6,
2014,嘉義市,韭菜,-,-,-,-,
2014,金門縣,韭菜,-,-,-,-,
2014,連江縣,韭菜,-,-,-,-,
2014,新北市,蒜,25,25,12874,317,
