name,pt_date_day,pt_1japt,pt_1tsait,pt_1sangt,pt_1glutrt,pt_1glutlt,pt_2japt,pt_2tsait,pt_2sangt,pt_2glutrt,pt_2glutlt,
苗栗縣  ,106.8.22,40.34,0.00,0.00,45.22,49.08,3369,0,0,3989,4583,
台中市  ,106.8.22,42.26,47.92,46.19,48.81,50.42,3287,3927,4052,4179,4080,
彰化縣  ,106.8.22,38.93,43.88,42.68,47.35,47.35,3273,4036,3929,4143,3860,
南投縣  ,106.8.22,39.97,44.05,43.34,49.11,50.36,3580,0,4000,4167,3750,
雲林縣  ,106.8.22,39.20,43.37,0.00,44.71,45.62,3259,3875,0,4104,3811,
嘉義市  ,106.8.22,40.10,0.00,0.00,46.74,47.54,3184,0,0,4167,3890,
嘉義縣  ,106.8.22,39.39,0.00,0.00,46.16,45.91,3186,0,0,4083,3839,
台南市  ,106.8.22,41.30,47.50,46.67,52.50,54.00,3278,3542,4055,4097,4014,
高雄市  ,106.8.22,40.40,0.00,45.12,49.68,49.55,3350,0,0,4370,4343,
宜蘭縣  ,106.8.22,43.08,45.33,44.55,50.00,54.17,3409,0,3750,4083,4333,
花蓮縣  ,106.8.22,50.38,0.00,0.00,54.93,58.69,4291,0,0,4300,4195,
澎湖縣  ,106.8.22,42.29,0.00,0.00,51.67,51.67,3336,0,0,0,0,
基隆市  ,106.8.21,43.73,47.29,0.00,53.09,53.21,3874,4229,0,4643,4667,
台北市  ,106.8.21,45.46,50.00,48.06,53.06,55.74,3672,4167,4088,4492,4525,
新北市  ,106.8.21,42.50,47.19,45.83,49.91,51.11,3759,4176,4093,4450,4542,
桃園市  ,106.8.21,41.33,38.81,39.54,46.48,55.00,3310,3800,3813,4048,3954,
新竹市  ,106.8.21,41.98,44.79,0.00,49.17,49.17,3429,3845,0,4274,4117,
新竹縣  ,106.8.21,39.69,43.67,0.00,49.58,50.00,3361,3917,0,4319,4333,
苗栗縣  ,106.8.21,40.34,0.00,0.00,45.22,49.08,3369,0,0,3989,4583,
台中市  ,106.8.21,42.26,47.92,46.19,48.81,50.42,3287,3927,4052,4179,4066,
彰化縣  ,106.8.21,38.84,43.88,42.68,47.35,47.35,3265,4036,3929,4143,3860,
南投縣  ,106.8.21,39.97,44.05,43.34,49.11,50.36,3580,0,4000,4167,3750,
雲林縣  ,106.8.21,39.20,43.37,0.00,44.71,45.62,3259,3875,0,4104,3811,
嘉義市  ,106.8.21,40.10,0.00,0.00,46.74,47.54,3184,0,0,4167,3890,
嘉義縣  ,106.8.21,39.39,0.00,0.00,46.16,45.91,3186,0,0,4083,3839,
台南市  ,106.8.21,41.30,47.50,46.67,52.50,54.00,3278,3542,4055,4111,4014,
高雄市  ,106.8.21,40.40,0.00,45.12,49.68,49.55,3350,0,0,4370,4343,
屏東縣  ,106.8.21,41.55,44.21,0.00,48.37,51.71,3410,0,0,4231,4331,
宜蘭縣  ,106.8.21,43.08,45.33,44.55,50.00,54.17,3409,0,3750,4083,4333,
花蓮縣  ,106.8.21,50.38,0.00,0.00,54.93,58.69,4291,0,0,4300,4195,
台東縣  ,106.8.21,53.10,0.00,0.00,56.75,61.59,4476,0,0,5197,4870,
澎湖縣  ,106.8.21,42.29,0.00,0.00,51.67,51.67,3336,0,0,0,0,
基隆市  ,106.8.18,43.73,47.29,0.00,53.09,53.21,3874,4229,0,4643,4667,
台北市  ,106.8.18,45.46,50.00,48.06,53.06,55.74,3672,4167,4088,4492,4525,
新北市  ,106.8.18,42.50,47.19,45.83,49.91,51.11,3759,4176,4093,4450,4542,
桃園市  ,106.8.18,41.33,38.81,39.54,46.48,55.00,3310,3800,3813,4048,3954,
新竹市  ,106.8.18,41.98,44.79,0.00,49.17,49.17,3429,3845,0,4274,4117,
新竹縣  ,106.8.18,39.69,43.67,0.00,49.58,50.00,3361,3917,0,4319,4333,
苗栗縣  ,106.8.18,40.34,0.00,0.00,45.22,49.08,3369,0,0,3989,4583,
台中市  ,106.8.18,42.26,47.92,46.19,48.81,50.42,3287,3927,4052,4179,4066,
彰化縣  ,106.8.18,38.84,43.88,42.68,47.35,46.33,3269,4036,3918,4156,3850,
南投縣  ,106.8.18,39.97,44.05,43.34,49.11,50.36,3580,0,4000,4167,3750,
雲林縣  ,106.8.18,39.20,43.37,0.00,44.71,45.62,3256,3875,0,4104,3811,
嘉義市  ,106.8.18,40.10,0.00,0.00,46.74,47.54,3184,0,0,4167,3890,
嘉義縣  ,106.8.18,39.39,0.00,0.00,46.16,45.91,3186,0,0,4083,3839,
台南市  ,106.8.18,41.30,47.50,46.67,52.50,54.00,3283,3542,4055,4111,4014,
高雄市  ,106.8.18,40.40,0.00,45.12,49.68,49.55,3350,0,0,4370,4343,
屏東縣  ,106.8.18,41.55,44.21,0.00,48.37,51.71,3410,0,0,4231,4331,
宜蘭縣  ,106.8.18,43.08,45.33,44.55,50.00,54.17,3409,0,3750,4083,4333,
花蓮縣  ,106.8.18,50.38,0.00,0.00,54.93,58.69,4291,0,0,4300,4195,
台東縣  ,106.8.18,53.10,0.00,0.00,56.75,61.59,4476,0,0,5197,4870,
澎湖縣  ,106.8.18,42.29,0.00,0.00,51.67,51.67,3336,0,0,0,0,
基隆市  ,106.8.17,43.73,47.29,0.00,53.09,53.21,3874,4229,0,4643,4667,
台北市  ,106.8.17,45.46,50.00,48.06,53.06,55.74,3672,4167,4088,4492,4525,
新北市  ,106.8.17,42.50,47.19,45.83,49.91,51.11,3759,4176,4093,4450,4542,
桃園市  ,106.8.17,41.33,38.81,39.54,46.48,55.00,3310,3800,3813,4048,3954,
新竹市  ,106.8.17,41.98,44.79,0.00,49.17,49.17,3429,3845,0,4274,4117,
新竹縣  ,106.8.17,39.69,43.67,0.00,49.58,50.00,3361,3917,0,4319,4333,
苗栗縣  ,106.8.17,40.34,0.00,0.00,45.22,49.08,3369,0,0,3989,4583,
台中市  ,106.8.17,42.26,47.92,46.19,48.81,50.42,3287,3927,4052,4179,4066,
彰化縣  ,106.8.17,38.84,43.88,42.68,47.35,46.33,3269,4036,3918,4156,3850,
南投縣  ,106.8.17,39.97,44.05,43.34,49.11,50.36,3580,0,4000,4167,3750,
雲林縣  ,106.8.17,39.20,43.37,0.00,44.71,45.62,3256,3875,0,4111,3811,
嘉義市  ,106.8.17,40.10,0.00,0.00,46.74,47.54,3184,0,0,4167,3890,
嘉義縣  ,106.8.17,39.39,0.00,0.00,46.16,45.91,3186,0,0,4083,3839,
台南市  ,106.8.17,41.30,47.50,46.67,52.50,54.00,3283,3542,4055,4111,4014,
高雄市  ,106.8.17,40.40,0.00,45.12,49.68,49.55,3350,0,0,4370,4343,
屏東縣  ,106.8.17,41.55,44.21,0.00,48.37,51.71,3410,0,0,4231,4331,
宜蘭縣  ,106.8.17,43.08,45.33,44.55,50.00,54.17,3409,0,3750,4083,4333,
花蓮縣  ,106.8.17,50.38,0.00,0.00,54.93,58.69,4291,0,0,4300,4195,
台東縣  ,106.8.17,53.10,0.00,0.00,56.75,61.59,4476,0,0,5197,4870,
澎湖縣  ,106.8.17,42.29,0.00,0.00,51.67,51.67,3336,0,0,0,0,
基隆市  ,106.8.16,43.73,47.29,0.00,53.09,53.21,3874,4229,0,4643,4667,
台北市  ,106.8.16,45.46,50.00,48.06,53.06,55.74,3672,4167,4088,4492,4525,
新北市  ,106.8.16,42.50,47.19,45.83,49.91,51.11,3759,4176,4093,4450,4542,
桃園市  ,106.8.16,41.33,38.81,39.54,46.48,55.00,3310,3800,3813,4048,3954,
新竹市  ,106.8.16,41.98,44.79,0.00,49.17,49.17,3429,3845,0,4274,4117,
新竹縣  ,106.8.16,39.69,43.67,0.00,49.58,50.00,3361,3917,0,4319,4333,
苗栗縣  ,106.8.16,40.34,0.00,0.00,45.22,49.08,3369,0,0,3989,4583,
台中市  ,106.8.16,42.26,47.92,46.19,48.81,50.42,3287,3927,4052,4179,4066,
彰化縣  ,106.8.16,38.84,43.88,42.68,47.35,46.33,3269,4036,3918,4156,3850,
南投縣  ,106.8.16,39.97,44.05,43.34,49.11,50.36,3580,0,4000,4167,3750,
雲林縣  ,106.8.16,39.20,43.37,0.00,44.71,45.62,3262,3875,0,4104,3815,
嘉義市  ,106.8.16,40.10,0.00,0.00,46.74,47.54,3184,0,0,4167,3890,
嘉義縣  ,106.8.16,39.39,0.00,0.00,46.16,45.91,3186,0,0,4083,3839,
台南市  ,106.8.16,41.30,47.50,46.67,52.50,54.00,3283,3542,4028,4111,4014,
高雄市  ,106.8.16,40.40,0.00,45.12,49.68,49.55,3350,0,0,4370,4343,
屏東縣  ,106.8.16,41.55,44.21,0.00,48.37,51.71,3410,0,0,4231,4331,
宜蘭縣  ,106.8.16,43.08,45.33,44.55,50.00,54.17,3409,0,3750,4083,4333,
花蓮縣  ,106.8.16,50.38,0.00,0.00,54.93,58.69,4291,0,0,4300,4195,
台東縣  ,106.8.16,53.10,0.00,0.00,56.75,61.59,4476,0,0,5197,4870,
澎湖縣  ,106.8.16,42.29,0.00,0.00,51.67,51.67,3336,0,0,0,0,
基隆市  ,106.8.15,43.73,47.29,0.00,52.86,53.21,3874,4229,0,4643,4667,
台北市  ,106.8.15,45.46,50.00,48.06,53.06,55.74,3672,4167,4088,4492,4525,
新北市  ,106.8.15,42.50,46.98,45.46,49.91,51.11,3759,4157,4060,4433,4542,
桃園市  ,106.8.15,41.33,38.81,39.54,46.48,55.00,3310,3800,3813,4048,3954,
新竹市  ,106.8.15,41.98,44.79,0.00,49.17,49.17,3429,3845,0,4274,4117,
新竹縣  ,106.8.15,39.69,43.67,0.00,49.58,50.00,3361,3917,0,4319,4333,
苗栗縣  ,106.8.15,40.34,0.00,0.00,45.22,49.08,3369,0,0,3989,4583,
台中市  ,106.8.15,42.26,47.92,46.19,48.81,50.42,3287,3927,4052,4179,4066,
彰化縣  ,106.8.15,38.84,43.88,42.68,47.35,46.33,3266,4036,3927,4144,3840,
南投縣  ,106.8.15,39.97,44.05,43.34,49.11,50.36,3580,0,4000,4167,3750,
雲林縣  ,106.8.15,39.20,42.77,0.00,44.62,45.53,3259,3875,0,4090,3802,
嘉義市  ,106.8.15,40.10,0.00,0.00,46.74,47.54,3184,0,0,4167,3890,
嘉義縣  ,106.8.15,39.39,0.00,0.00,46.16,45.91,3186,0,0,4083,3839,
台南市  ,106.8.15,41.30,47.50,46.67,52.50,54.00,3283,3542,4028,4111,4014,
高雄市  ,106.8.15,40.40,0.00,44.83,49.49,49.55,3350,0,0,4370,4343,
屏東縣  ,106.8.15,42.14,43.54,0.00,47.81,51.71,3410,0,0,4231,4331,
宜蘭縣  ,106.8.15,43.08,45.33,44.55,50.00,54.17,3409,0,3750,4083,4333,
花蓮縣  ,106.8.15,50.38,0.00,0.00,54.93,58.69,4291,0,0,4300,4195,
台東縣  ,106.8.15,53.10,0.00,0.00,56.75,61.59,4476,0,0,5197,4870,
澎湖縣  ,106.8.15,42.29,0.00,0.00,51.67,51.67,3336,0,0,0,0,
基隆市  ,106.8.14,43.50,47.29,0.00,53.09,53.21,3864,4229,0,4679,4655,
台北市  ,106.8.14,45.28,50.00,47.87,52.72,55.74,3655,4177,4088,4483,4525,
新北市  ,106.8.14,42.78,46.77,45.28,49.91,51.30,3776,4157,4043,4433,4542,
桃園市  ,106.8.14,41.33,38.81,39.54,46.48,55.00,3310,3800,3813,4048,3954,
新竹市  ,106.8.14,41.98,44.79,0.00,49.17,49.17,3429,3845,0,4274,4117,
新竹縣  ,106.8.14,39.69,43.67,0.00,49.58,50.00,3361,3917,0,4319,4333,
苗栗縣  ,106.8.14,40.34,0.00,0.00,45.22,49.08,3369,0,0,3989,4583,
台中市  ,106.8.14,42.26,47.92,46.19,48.81,50.42,3287,3927,4052,4179,4066,
彰化縣  ,106.8.14,38.84,43.88,42.68,47.35,46.33,3266,4036,3927,4144,3840,
南投縣  ,106.8.14,39.97,44.05,43.34,49.11,50.36,3580,0,4000,4167,3750,
雲林縣  ,106.8.14,39.20,42.77,0.00,44.62,45.53,3257,3875,0,4090,3802,
嘉義市  ,106.8.14,40.10,0.00,0.00,46.74,47.54,3184,0,0,4167,3890,
嘉義縣  ,106.8.14,39.39,0.00,0.00,46.16,45.91,3186,0,0,4083,3839,
台南市  ,106.8.14,41.30,47.50,46.67,52.50,54.00,3283,3542,4028,4111,4014,
高雄市  ,106.8.14,40.40,0.00,44.54,49.06,49.33,3344,0,0,4319,4307,
屏東縣  ,106.8.14,42.14,43.54,0.00,47.81,51.71,3410,0,0,4231,4331,
宜蘭縣  ,106.8.14,43.08,45.33,44.55,50.00,54.17,3409,0,3750,4083,4333,
花蓮縣  ,106.8.14,50.38,0.00,0.00,54.93,58.69,4291,0,0,4300,4195,
台東縣  ,106.8.14,53.10,0.00,0.00,56.75,61.59,4476,0,0,5197,4870,
澎湖縣  ,106.8.14,42.29,0.00,0.00,51.67,51.67,3336,0,0,0,0,
基隆市  ,106.8.11,43.50,47.29,0.00,53.09,53.21,3864,4229,0,4679,4655,
台北市  ,106.8.11,45.28,50.00,47.87,52.72,55.74,3655,4177,4088,4483,4525,
新北市  ,106.8.11,42.78,46.77,45.28,49.91,51.30,3776,4157,4043,4433,4542,
桃園市  ,106.8.11,41.33,38.81,39.54,46.48,55.00,3310,3800,3813,4048,3954,
新竹市  ,106.8.11,41.98,44.79,0.00,49.17,49.17,3429,3845,0,4274,4117,
新竹縣  ,106.8.11,39.69,43.67,0.00,49.58,50.00,3361,3917,0,4319,4333,
苗栗縣  ,106.8.11,40.34,0.00,0.00,45.22,49.08,3369,0,0,3989,4583,
台中市  ,106.8.11,42.26,47.92,46.19,48.81,50.42,3287,3927,4052,4179,4066,
彰化縣  ,106.8.11,38.84,43.88,42.68,47.35,46.33,3266,4036,3927,4144,3840,
南投縣  ,106.8.11,39.97,44.05,43.34,49.11,50.36,3580,0,4000,4167,3750,
雲林縣  ,106.8.11,39.20,42.77,0.00,44.62,45.53,3259,3875,0,4094,3805,
嘉義市  ,106.8.11,40.10,0.00,0.00,46.74,47.54,3184,0,0,4167,3890,
嘉義縣  ,106.8.11,39.39,0.00,0.00,46.16,45.91,3186,0,0,4083,3839,
台南市  ,106.8.11,41.30,47.50,46.67,52.50,54.00,3283,3542,4028,4111,4014,
高雄市  ,106.8.11,40.40,0.00,44.54,49.06,49.33,3344,0,0,4319,4307,
屏東縣  ,106.8.11,42.14,43.54,0.00,47.81,51.71,3410,0,0,4231,4331,
宜蘭縣  ,106.8.11,43.08,45.33,44.55,50.00,54.17,3409,0,3750,4083,4333,
花蓮縣  ,106.8.11,50.38,0.00,0.00,54.93,58.69,4291,0,0,4300,4195,
台東縣  ,106.8.11,53.10,0.00,0.00,56.75,61.59,4476,0,0,5197,4870,
澎湖縣  ,106.8.11,42.29,0.00,0.00,51.67,51.67,3336,0,0,0,0,
基隆市  ,106.8.10,43.50,47.29,0.00,53.09,52.98,3864,4188,0,4679,4655,
台北市  ,106.8.10,45.09,49.86,47.78,52.63,55.55,3655,4167,4079,4483,4525,
新北市  ,106.8.10,42.78,46.77,45.28,50.00,51.30,3776,4157,4043,4433,4542,
桃園市  ,106.8.10,41.33,38.81,39.54,46.48,55.00,3310,3800,3813,4048,3954,
新竹市  ,106.8.10,41.98,44.79,0.00,49.17,49.17,3429,3845,0,4274,4117,
新竹縣  ,106.8.10,39.69,43.67,0.00,49.58,50.00,3361,3917,0,4319,4333,
苗栗縣  ,106.8.10,40.34,0.00,0.00,45.22,49.08,3369,0,0,3989,4583,
台中市  ,106.8.10,42.26,47.92,45.00,48.81,50.42,3287,3927,4052,4179,4066,
彰化縣  ,106.8.10,38.84,43.88,42.68,47.35,46.33,3266,4036,3927,4144,3840,
南投縣  ,106.8.10,39.97,44.05,43.34,49.11,50.36,3580,0,4000,4167,3750,
雲林縣  ,106.8.10,39.20,42.77,0.00,44.62,45.53,3259,3875,0,4094,3805,
嘉義市  ,106.8.10,40.10,0.00,0.00,46.74,47.54,3184,0,0,4167,3890,
嘉義縣  ,106.8.10,39.39,0.00,0.00,46.16,45.91,3186,0,0,4083,3839,
台南市  ,106.8.10,41.30,47.50,46.67,52.50,54.00,3283,3542,4028,4111,4014,
高雄市  ,106.8.10,40.40,0.00,44.54,49.06,49.33,3344,0,0,4319,4307,
屏東縣  ,106.8.10,42.14,43.54,0.00,47.81,51.71,3410,0,0,4231,4331,
宜蘭縣  ,106.8.10,43.08,45.33,44.55,50.00,54.17,3409,0,3750,4083,4333,
花蓮縣  ,106.8.10,50.38,0.00,0.00,54.93,58.69,4298,0,0,4300,4195,
台東縣  ,106.8.10,52.56,0.00,0.00,54.79,57.73,4457,0,0,4908,4774,
澎湖縣  ,106.8.10,42.29,0.00,0.00,51.67,51.67,3336,0,0,0,0,
基隆市  ,106.8.9,43.50,47.29,0.00,53.09,52.98,3864,4188,0,4679,4655,
台北市  ,106.8.9,45.09,49.86,47.78,52.63,55.55,3655,4167,4079,4483,4525,
新北市  ,106.8.9,42.78,46.77,45.28,50.00,51.30,3776,4157,4043,4433,4542,
桃園市  ,106.8.9,41.33,38.81,39.54,46.48,55.00,3310,3800,3813,4048,3954,
新竹市  ,106.8.9,41.98,44.79,0.00,49.17,49.17,3429,3845,0,4274,4117,
新竹縣  ,106.8.9,39.69,43.67,0.00,49.58,50.00,3361,3917,0,4319,4333,
苗栗縣  ,106.8.9,40.34,0.00,0.00,45.22,49.08,3369,0,0,3989,4583,
台中市  ,106.8.9,42.26,47.92,45.00,48.81,50.42,3287,3927,4052,4179,4066,
彰化縣  ,106.8.9,39.20,43.88,42.86,48.37,47.35,3266,4036,3890,4144,3832,
南投縣  ,106.8.9,39.97,44.05,43.34,49.11,50.36,3580,0,4000,4167,3750,
雲林縣  ,106.8.9,39.20,42.77,0.00,44.62,45.53,3259,3875,0,4094,3805,
嘉義市  ,106.8.9,40.10,0.00,0.00,46.74,47.54,3184,0,0,4167,3890,
嘉義縣  ,106.8.9,39.39,0.00,0.00,46.16,45.91,3186,0,0,4104,3839,
台南市  ,106.8.9,41.30,47.50,46.67,52.50,54.00,3283,3542,4028,4111,4014,
高雄市  ,106.8.9,40.40,0.00,44.54,49.06,49.33,3344,0,0,4319,4307,
屏東縣  ,106.8.9,42.14,43.54,0.00,47.81,51.71,3410,0,0,4231,4331,
宜蘭縣  ,106.8.9,43.08,45.33,44.55,50.00,54.17,3409,0,3750,4083,4333,
花蓮縣  ,106.8.9,50.38,0.00,0.00,55.14,58.69,4314,0,0,4300,4195,
台東縣  ,106.8.9,52.56,0.00,0.00,54.79,57.73,4457,0,0,4908,4774,
澎湖縣  ,106.8.9,42.29,0.00,0.00,51.67,51.67,3336,0,0,0,0,
基隆市  ,106.8.8,43.50,47.29,0.00,53.09,52.98,3864,4188,0,4679,4655,
台北市  ,106.8.8,45.09,49.86,47.78,52.63,55.55,3655,4167,4079,4483,4525,
新北市  ,106.8.8,42.78,46.77,45.28,50.00,51.30,3776,4157,4043,4433,4542,
桃園市  ,106.8.8,41.33,38.81,39.54,46.48,55.00,3310,3800,3813,4048,3954,
新竹市  ,106.8.8,41.98,44.79,0.00,49.17,49.17,3429,3845,0,4274,4117,
新竹縣  ,106.8.8,39.69,43.67,0.00,49.58,50.00,3361,3917,0,4319,4333,
苗栗縣  ,106.8.8,40.34,0.00,0.00,45.22,49.08,3369,0,0,3989,4583,
台中市  ,106.8.8,42.26,47.92,45.00,48.81,50.42,3287,3927,4013,4179,4066,
彰化縣  ,106.8.8,39.20,43.88,42.86,48.37,47.35,3266,4036,3890,4144,3832,
南投縣  ,106.8.8,40.21,44.08,43.18,49.11,50.36,3580,0,3750,4083,3750,
雲林縣  ,106.8.8,39.20,42.77,0.00,44.62,45.53,3259,3875,0,4094,3805,
嘉義市  ,106.8.8,40.10,0.00,0.00,46.74,47.54,3184,0,0,4167,3890,
嘉義縣  ,106.8.8,39.39,0.00,0.00,46.16,45.91,3186,0,0,4104,3839,
台南市  ,106.8.8,41.30,47.50,46.67,52.50,54.00,3283,3542,4028,4111,4014,
高雄市  ,106.8.8,40.40,0.00,44.54,49.06,49.33,3344,0,0,4319,4307,
屏東縣  ,106.8.8,42.14,43.54,0.00,47.81,51.71,3410,0,0,4231,4331,
宜蘭縣  ,106.8.8,43.08,45.33,44.55,50.00,54.17,3409,0,3750,4083,4333,
花蓮縣  ,106.8.8,50.38,0.00,0.00,55.14,58.69,4314,0,0,4300,4195,
台東縣  ,106.8.8,52.56,0.00,0.00,54.79,57.73,4457,0,0,4908,4774,
澎湖縣  ,106.8.8,42.29,0.00,0.00,51.67,51.67,3336,0,0,0,0,
基隆市  ,106.8.7,43.50,47.29,0.00,53.09,52.98,3864,4188,0,4679,4655,
台北市  ,106.8.7,45.09,49.86,47.78,52.63,55.55,3655,4167,4079,4483,4525,
新北市  ,106.8.7,42.78,46.77,45.28,50.00,51.30,3776,4157,4043,4433,4542,
桃園市  ,106.8.7,41.33,38.81,39.54,46.48,55.00,3310,3800,3813,4048,3954,
新竹市  ,106.8.7,41.98,44.79,0.00,49.17,49.17,3429,3845,0,4274,4117,
新竹縣  ,106.8.7,39.69,43.67,0.00,49.58,50.00,3361,3917,0,4319,4333,
苗栗縣  ,106.8.7,40.34,0.00,0.00,45.22,49.08,3369,0,0,3989,4583,
台中市  ,106.8.7,42.26,47.92,45.00,48.81,50.42,3287,3927,3999,4179,4066,
彰化縣  ,106.8.7,39.20,43.88,42.86,48.16,47.55,3259,4036,3877,4128,3800,
南投縣  ,106.8.7,40.33,44.08,43.34,48.57,50.36,3580,0,3750,4083,3750,
雲林縣  ,106.8.7,39.20,42.77,0.00,44.62,45.53,3256,3875,0,4101,3809,
嘉義市  ,106.8.7,40.10,0.00,0.00,46.74,47.54,3184,0,0,4167,3890,
嘉義縣  ,106.8.7,39.39,0.00,0.00,46.16,45.91,3186,0,0,4104,3839,
台南市  ,106.8.7,41.30,47.50,46.67,52.50,54.00,3283,3542,4028,4111,4014,
高雄市  ,106.8.7,40.40,0.00,43.91,48.63,49.33,3339,0,0,4304,4295,
屏東縣  ,106.8.7,42.14,43.54,0.00,47.81,51.71,3410,0,0,4231,4331,
宜蘭縣  ,106.8.7,43.08,45.33,44.55,50.00,54.17,3409,0,3750,4083,4333,
花蓮縣  ,106.8.7,50.38,0.00,0.00,55.14,58.69,4314,0,0,4300,4195,
台東縣  ,106.8.7,52.56,0.00,0.00,54.79,57.73,4457,0,0,4908,4774,
澎湖縣  ,106.8.7,42.29,0.00,0.00,51.67,51.67,3336,0,0,0,0,
基隆市  ,106.8.4,43.50,47.29,0.00,53.09,52.98,3864,4188,0,4679,4655,
台北市  ,106.8.4,45.09,49.86,47.78,52.63,55.55,3655,4167,4079,4483,4525,
新北市  ,106.8.4,42.78,46.77,45.28,50.00,51.30,3776,4157,4043,4433,4542,
桃園市  ,106.8.4,41.33,38.81,39.54,46.48,55.00,3310,3800,3813,4048,3954,
新竹市  ,106.8.4,41.98,44.79,0.00,49.17,49.17,3429,3845,0,4274,4117,
新竹縣  ,106.8.4,39.69,43.67,0.00,49.58,50.00,3361,3917,0,4319,4333,
苗栗縣  ,106.8.4,40.34,0.00,0.00,45.22,49.08,3369,0,0,3989,4583,
台中市  ,106.8.4,42.26,47.92,45.00,48.81,50.42,3287,3927,3999,4179,4066,
彰化縣  ,106.8.4,39.38,43.88,42.86,48.16,47.55,3259,4036,3877,4128,3800,
南投縣  ,106.8.4,40.69,44.08,43.34,48.57,50.36,3580,0,3750,4083,3750,
雲林縣  ,106.8.4,39.60,43.19,0.00,44.29,46.34,3256,3875,0,4101,3809,
嘉義市  ,106.8.4,40.10,0.00,0.00,46.74,47.54,3184,0,0,4167,3890,
嘉義縣  ,106.8.4,39.39,0.00,0.00,46.16,45.91,3186,0,0,4104,3839,
台南市  ,106.8.4,41.30,47.50,46.67,52.50,54.00,3283,3542,4028,4111,4014,
高雄市  ,106.8.4,40.40,0.00,43.91,48.63,49.33,3339,0,0,4304,4295,
屏東縣  ,106.8.4,41.16,43.33,0.00,47.81,51.71,3410,0,0,4231,4331,
宜蘭縣  ,106.8.4,43.08,45.33,44.55,50.00,54.17,3409,0,3750,4083,4333,
花蓮縣  ,106.8.4,50.38,0.00,0.00,55.14,58.69,4314,0,0,4300,4222,
台東縣  ,106.8.4,52.56,0.00,0.00,54.79,57.73,4457,0,0,4908,4774,
澎湖縣  ,106.8.4,42.29,0.00,0.00,51.67,51.67,3336,0,0,0,0,
基隆市  ,106.8.3,43.29,47.29,0.00,52.93,52.98,3864,4188,0,4679,4655,
台北市  ,106.8.3,45.09,49.31,47.69,52.81,55.37,3672,4125,4066,4483,4508,
新北市  ,106.8.3,42.87,46.77,45.28,50.18,51.48,3787,4157,4043,4433,4542,
桃園市  ,106.8.3,41.33,38.81,39.54,46.48,55.00,3310,3800,3813,4048,3954,
新竹市  ,106.8.3,41.98,44.79,0.00,49.17,49.17,3429,3845,0,4274,4117,
新竹縣  ,106.8.3,39.69,43.67,0.00,49.58,50.00,3361,3917,0,4319,4333,
苗栗縣  ,106.8.3,40.34,0.00,0.00,45.22,49.08,3369,0,0,3989,4583,
台中市  ,106.8.3,42.26,47.92,45.00,48.81,50.42,3287,3927,3977,4179,4066,
彰化縣  ,106.8.3,39.38,43.88,42.86,48.16,47.55,3259,4036,3877,4128,3800,
南投縣  ,106.8.3,40.69,44.08,43.34,48.57,50.36,3580,0,3750,4083,3750,
雲林縣  ,106.8.3,39.60,43.19,0.00,44.29,46.34,3256,3875,0,4101,3809,
嘉義市  ,106.8.3,40.10,0.00,0.00,46.74,47.54,3184,0,0,4167,3890,
嘉義縣  ,106.8.3,39.39,0.00,0.00,46.16,45.91,3186,0,0,4104,3839,
台南市  ,106.8.3,41.48,47.50,45.67,51.67,54.00,3298,3542,3972,4111,4000,
高雄市  ,106.8.3,40.44,0.00,43.91,48.63,49.33,3344,0,0,4304,4295,
屏東縣  ,106.8.3,41.16,43.33,0.00,47.81,51.71,3410,0,0,4231,4331,
宜蘭縣  ,106.8.3,43.08,45.33,44.55,50.00,54.17,3409,0,3750,4083,4333,
花蓮縣  ,106.8.3,50.38,0.00,0.00,55.14,58.69,4314,0,0,4300,4222,
台東縣  ,106.8.3,52.56,0.00,0.00,54.79,57.73,4457,0,0,4908,4774,
澎湖縣  ,106.8.3,42.29,0.00,0.00,51.67,51.67,3336,0,0,0,0,
基隆市  ,106.8.2,43.29,47.29,0.00,52.93,52.98,3864,4188,0,4679,4655,
台北市  ,106.8.2,45.09,49.31,47.69,52.81,55.37,3672,4125,4058,4483,4508,
新北市  ,106.8.2,42.87,46.77,45.28,50.18,51.48,3787,4157,4043,4433,4542,
桃園市  ,106.8.2,41.33,38.81,39.54,46.48,55.00,3310,3800,3813,4048,3954,
新竹市  ,106.8.2,41.98,44.79,0.00,49.17,49.17,3429,3845,0,4274,4117,
新竹縣  ,106.8.2,39.69,43.67,0.00,49.58,50.00,3361,3917,0,4319,4333,
苗栗縣  ,106.8.2,40.34,0.00,0.00,45.22,49.08,3369,0,0,3989,4583,
台中市  ,106.8.2,42.26,47.92,45.00,48.81,50.42,3287,3927,3977,4179,4066,
彰化縣  ,106.8.2,39.38,43.88,42.68,48.16,47.55,3266,4036,3838,4102,3777,
南投縣  ,106.8.2,40.69,44.08,43.34,48.57,50.36,3580,0,3750,4083,3750,
雲林縣  ,106.8.2,39.60,43.19,0.00,44.29,46.34,3256,3875,0,4101,3809,
嘉義市  ,106.8.2,40.10,0.00,0.00,46.74,47.54,3184,0,0,4167,3890,
嘉義縣  ,106.8.2,39.39,0.00,0.00,46.16,45.91,3186,0,0,4104,3839,
台南市  ,106.8.2,41.48,47.50,45.00,51.67,54.00,3298,3542,3889,4111,4000,
高雄市  ,106.8.2,40.53,0.00,43.77,48.63,49.33,3351,0,0,4304,4295,
