name,pt_date_day,pt_1japt,pt_1tsait,pt_1sangt,pt_1glutrt,pt_1glutlt,pt_2japt,pt_2tsait,pt_2sangt,pt_2glutrt,pt_2glutlt,
彰化縣  ,106.11.21,38.57,43.06,43.04,48.16,47.14,3230,4107,3923,4051,3838,
南投縣  ,106.11.21,39.60,44.05,44.29,49.46,50.36,3522,0,4000,4167,3750,
雲林縣  ,106.11.21,39.20,43.37,0.00,44.71,45.62,3217,3889,0,3759,3747,
嘉義市  ,106.11.21,39.85,0.00,0.00,47.47,46.67,3170,0,0,4059,3750,
嘉義縣  ,106.11.21,39.11,0.00,0.00,46.16,45.58,3169,0,0,3889,3708,
台南市  ,106.11.21,41.30,48.33,46.67,52.50,54.00,3238,3542,3972,4042,3897,
高雄市  ,106.11.21,40.08,0.00,45.36,47.83,47.72,3323,0,0,4244,4190,
屏東縣  ,106.11.21,41.12,45.11,0.00,48.83,50.83,3393,0,0,4200,4123,
宜蘭縣  ,106.11.21,42.69,45.83,46.97,50.48,50.83,3321,0,4000,4250,4125,
花蓮縣  ,106.11.21,50.38,0.00,0.00,54.93,58.69,4288,0,0,4300,4195,
台東縣  ,106.11.21,53.10,0.00,0.00,56.75,61.59,4476,0,0,5197,4870,
澎湖縣  ,106.11.21,41.87,0.00,0.00,51.67,51.67,3313,0,0,0,0,
基隆市  ,106.11.20,44.13,48.05,0.00,53.14,53.21,3888,4250,0,4624,4667,
台北市  ,106.11.20,45.83,50.42,48.80,53.15,55.18,3658,4188,4163,4483,4492,
新北市  ,106.11.20,42.69,47.29,46.20,50.28,51.11,3771,4185,4127,4500,4517,
桃園市  ,106.11.20,39.53,42.97,39.75,43.98,51.51,3190,3983,3810,3935,3854,
新竹市  ,106.11.20,41.77,44.76,0.00,48.75,48.61,3390,3820,0,4131,3933,
新竹縣  ,106.11.20,39.48,44.00,0.00,49.17,49.44,3306,3938,0,4258,4250,
苗栗縣  ,106.11.20,39.24,0.00,0.00,45.22,49.08,3250,0,0,3989,4583,
台中市  ,106.11.20,41.61,47.92,46.66,50.00,50.24,3197,3868,4055,4083,4028,
彰化縣  ,106.11.20,38.57,43.06,43.04,48.16,47.14,3237,4107,3923,4051,3838,
南投縣  ,106.11.20,39.60,44.05,44.29,49.46,50.36,3522,0,4000,4167,3750,
雲林縣  ,106.11.20,39.20,43.37,0.00,44.71,45.62,3217,3889,0,3759,3747,
嘉義市  ,106.11.20,39.85,0.00,0.00,47.47,46.67,3170,0,0,4059,3750,
嘉義縣  ,106.11.20,39.11,0.00,0.00,46.16,45.58,3161,0,0,3889,3708,
台南市  ,106.11.20,41.30,48.33,46.67,52.50,54.00,3238,3542,3972,4042,3897,
高雄市  ,106.11.20,40.08,0.00,45.36,47.83,47.72,3323,0,0,4244,4190,
屏東縣  ,106.11.20,41.12,45.11,0.00,48.83,50.83,3393,0,0,4200,4123,
宜蘭縣  ,106.11.20,42.69,45.83,46.97,50.48,50.83,3321,0,4000,4250,4125,
花蓮縣  ,106.11.20,50.38,0.00,0.00,54.93,58.69,4288,0,0,4300,4195,
台東縣  ,106.11.20,53.10,0.00,0.00,56.75,61.59,4476,0,0,5197,4870,
澎湖縣  ,106.11.20,41.87,0.00,0.00,51.67,51.67,3313,0,0,0,0,
基隆市  ,106.11.17,44.13,48.05,0.00,53.14,53.21,3888,4250,0,4624,4667,
台北市  ,106.11.17,45.83,50.42,48.80,53.15,55.18,3658,4188,4163,4483,4492,
新北市  ,106.11.17,42.69,47.29,46.20,50.28,51.11,3771,4185,4127,4500,4517,
桃園市  ,106.11.17,39.53,42.97,39.75,43.98,51.51,3190,3983,3810,3935,3854,
新竹市  ,106.11.17,41.77,44.76,0.00,48.75,48.61,3398,3820,0,4131,3933,
新竹縣  ,106.11.17,39.48,44.00,0.00,49.17,49.44,3306,3938,0,4258,4250,
苗栗縣  ,106.11.17,39.24,0.00,0.00,45.22,49.08,3250,0,0,3989,4583,
台中市  ,106.11.17,41.61,47.92,46.66,50.00,50.24,3197,3868,4055,4083,4028,
彰化縣  ,106.11.17,38.57,43.06,43.04,48.16,47.14,3237,4107,3923,4051,3838,
南投縣  ,106.11.17,39.60,44.05,44.29,49.46,50.36,3530,0,4000,4167,3750,
雲林縣  ,106.11.17,39.20,43.37,0.00,44.71,45.62,3223,3889,0,3794,3760,
嘉義市  ,106.11.17,39.85,0.00,0.00,47.47,46.67,3170,0,0,4059,3750,
嘉義縣  ,106.11.17,39.11,0.00,0.00,46.16,45.58,3161,0,0,3889,3708,
台南市  ,106.11.17,41.30,48.33,46.67,52.50,54.00,3238,3542,3972,4042,3897,
高雄市  ,106.11.17,40.08,0.00,45.36,47.83,47.72,3323,0,0,4244,4190,
屏東縣  ,106.11.17,41.12,45.11,0.00,48.83,51.17,3393,0,0,4200,4150,
宜蘭縣  ,106.11.17,42.69,45.83,46.97,50.48,50.83,3321,0,4000,4250,4125,
花蓮縣  ,106.11.17,50.38,0.00,0.00,54.93,58.69,4288,0,0,4300,4195,
台東縣  ,106.11.17,53.10,0.00,0.00,56.75,61.59,4476,0,0,5197,4870,
澎湖縣  ,106.11.17,41.87,0.00,0.00,51.67,51.67,3313,0,0,0,0,
基隆市  ,106.11.16,44.13,48.05,0.00,53.14,53.21,3888,4250,0,4624,4667,
台北市  ,106.11.16,45.83,50.42,48.80,53.15,55.18,3658,4188,4163,4483,4492,
新北市  ,106.11.16,42.69,47.29,46.20,50.28,51.11,3771,4185,4127,4500,4517,
桃園市  ,106.11.16,39.53,42.97,39.75,43.98,51.51,3190,3983,3810,3935,3854,
新竹市  ,106.11.16,41.77,44.76,0.00,48.75,48.61,3398,3820,0,4131,3933,
新竹縣  ,106.11.16,39.48,44.00,0.00,49.17,49.44,3306,3938,0,4258,4250,
苗栗縣  ,106.11.16,39.24,0.00,0.00,45.22,49.08,3250,0,0,3989,4583,
台中市  ,106.11.16,41.61,47.92,46.66,50.00,50.24,3197,3868,4055,4083,4028,
彰化縣  ,106.11.16,38.57,43.06,43.04,48.16,47.14,3237,4107,3923,4051,3838,
南投縣  ,106.11.16,39.60,44.05,44.29,49.46,50.36,3530,0,4000,4167,3750,
雲林縣  ,106.11.16,39.20,43.37,0.00,44.71,45.62,3226,3889,0,3808,3760,
嘉義市  ,106.11.16,39.85,0.00,0.00,47.47,46.67,3170,0,0,4059,3750,
嘉義縣  ,106.11.16,39.11,0.00,0.00,46.16,45.58,3161,0,0,3889,3708,
台南市  ,106.11.16,41.30,48.33,46.67,52.50,54.00,3241,3542,3972,4042,3897,
高雄市  ,106.11.16,40.08,0.00,45.36,47.83,47.72,3323,0,0,4244,4190,
屏東縣  ,106.11.16,41.12,45.11,0.00,48.83,51.17,3393,0,0,4200,4150,
宜蘭縣  ,106.11.16,42.69,45.83,46.97,50.48,50.83,3321,0,4000,4250,4125,
花蓮縣  ,106.11.16,50.38,0.00,0.00,54.93,58.69,4288,0,0,4300,4195,
台東縣  ,106.11.16,53.10,0.00,0.00,56.75,61.59,4476,0,0,5197,4870,
澎湖縣  ,106.11.16,41.87,0.00,0.00,51.67,51.67,3313,0,0,0,0,
基隆市  ,106.11.15,44.13,48.05,0.00,53.14,53.21,3888,4250,0,4624,4667,
台北市  ,106.11.15,45.83,50.42,48.80,53.15,55.18,3658,4188,4163,4483,4492,
新北市  ,106.11.15,42.69,47.29,46.20,50.28,51.11,3771,4185,4127,4500,4517,
桃園市  ,106.11.15,39.53,42.97,39.75,43.98,51.51,3190,3983,3810,3935,3854,
新竹市  ,106.11.15,41.77,44.76,0.00,48.75,48.61,3398,3820,0,4131,3933,
新竹縣  ,106.11.15,39.48,44.00,0.00,49.17,49.44,3306,3938,0,4258,4250,
苗栗縣  ,106.11.15,39.24,0.00,0.00,45.22,49.08,3250,0,0,3989,4583,
台中市  ,106.11.15,41.61,47.92,46.66,50.00,50.24,3197,3868,4055,4083,4028,
彰化縣  ,106.11.15,38.75,43.06,43.04,48.16,47.14,3246,4107,3923,4051,3838,
南投縣  ,106.11.15,39.60,44.05,44.29,49.46,50.36,3530,0,4000,4167,3750,
雲林縣  ,106.11.15,39.20,43.37,0.00,44.71,45.62,3228,3889,0,3808,3760,
嘉義市  ,106.11.15,39.85,0.00,0.00,47.47,46.67,3170,0,0,4059,3750,
嘉義縣  ,106.11.15,39.11,0.00,0.00,46.16,45.58,3161,0,0,3889,3708,
台南市  ,106.11.15,41.30,48.33,46.67,52.50,54.00,3233,3542,3972,4042,3897,
高雄市  ,106.11.15,40.08,0.00,45.36,47.83,47.72,3324,0,0,4244,4190,
屏東縣  ,106.11.15,41.12,45.11,0.00,48.83,51.17,3393,0,0,4200,4150,
宜蘭縣  ,106.11.15,42.69,45.83,46.97,50.48,50.83,3321,0,4000,4250,4125,
花蓮縣  ,106.11.15,50.38,0.00,0.00,54.93,58.69,4288,0,0,4300,4195,
台東縣  ,106.11.15,53.10,0.00,0.00,56.75,61.59,4476,0,0,5197,4870,
澎湖縣  ,106.11.15,41.87,0.00,0.00,51.67,51.67,3313,0,0,0,0,
基隆市  ,106.11.14,44.13,47.29,0.00,53.14,53.21,3912,4229,0,4624,4667,
台北市  ,106.11.14,45.83,50.42,48.80,53.15,55.18,3663,4188,4154,4492,4500,
新北市  ,106.11.14,42.69,47.29,46.20,50.28,51.11,3771,4185,4127,4500,4517,
桃園市  ,106.11.14,39.53,42.97,39.75,43.98,51.51,3190,3983,3810,3935,3854,
新竹市  ,106.11.14,41.77,44.76,0.00,48.75,48.61,3398,3820,0,4155,3933,
新竹縣  ,106.11.14,39.48,44.00,0.00,49.17,49.44,3306,3938,0,4258,4250,
苗栗縣  ,106.11.14,39.24,0.00,0.00,45.22,49.08,3250,0,0,3989,4583,
台中市  ,106.11.14,41.61,47.92,46.66,50.00,50.24,3197,3868,4055,4083,4028,
彰化縣  ,106.11.14,38.75,43.06,43.04,48.16,47.14,3246,4107,3923,4051,3852,
南投縣  ,106.11.14,39.60,44.05,44.29,49.46,50.36,3530,0,4000,4167,3750,
雲林縣  ,106.11.14,39.20,43.37,0.00,44.71,45.62,3231,3889,0,3815,3760,
嘉義市  ,106.11.14,39.85,0.00,0.00,47.47,46.67,3170,0,0,4059,3750,
嘉義縣  ,106.11.14,39.11,0.00,0.00,46.16,45.58,3163,0,0,3909,3722,
台南市  ,106.11.14,41.30,48.33,46.67,52.50,54.00,3236,3542,3972,4042,3897,
高雄市  ,106.11.14,40.08,0.00,45.36,47.83,47.72,3324,0,0,4244,4190,
屏東縣  ,106.11.14,41.12,45.11,0.00,48.83,51.17,3393,0,0,4200,4150,
宜蘭縣  ,106.11.14,42.69,45.83,46.97,50.48,50.83,3321,0,4000,4250,4125,
花蓮縣  ,106.11.14,50.38,0.00,0.00,54.93,58.69,4288,0,0,4300,4195,
台東縣  ,106.11.14,53.10,0.00,0.00,56.75,61.59,4476,0,0,5197,4870,
澎湖縣  ,106.11.14,41.87,0.00,0.00,51.67,51.67,3313,0,0,0,0,
基隆市  ,106.11.13,44.13,47.29,0.00,53.14,53.21,3912,4229,0,4624,4667,
台北市  ,106.11.13,45.83,50.42,48.24,53.15,55.37,3672,4188,4129,4500,4500,
新北市  ,106.11.13,42.59,47.29,46.02,50.09,51.11,3771,4176,4110,4483,4525,
桃園市  ,106.11.13,39.83,42.97,39.54,43.98,52.34,3190,3989,3810,3944,3841,
新竹市  ,106.11.13,41.77,44.76,0.00,48.75,48.61,3398,3820,0,4155,3933,
新竹縣  ,106.11.13,39.48,44.00,0.00,49.17,49.44,3306,3938,0,4258,4250,
苗栗縣  ,106.11.13,39.24,0.00,0.00,45.22,49.08,3250,0,0,3989,4583,
台中市  ,106.11.13,41.61,47.92,46.66,50.00,50.24,3197,3868,4055,4083,4028,
彰化縣  ,106.11.13,38.75,43.06,43.04,48.16,47.14,3246,4107,3923,4051,3852,
南投縣  ,106.11.13,39.60,44.05,44.29,49.46,50.36,3530,0,4000,4167,3750,
雲林縣  ,106.11.13,39.20,43.37,0.00,44.71,45.62,3232,3889,0,3815,3760,
嘉義市  ,106.11.13,39.85,0.00,0.00,47.47,46.67,3170,0,0,4059,3750,
嘉義縣  ,106.11.13,39.11,0.00,0.00,46.16,45.58,3163,0,0,3909,3722,
台南市  ,106.11.13,41.30,48.33,46.67,52.50,54.00,3236,3542,3972,4042,3897,
高雄市  ,106.11.13,40.08,0.00,45.51,47.83,47.88,3324,0,0,4244,4203,
屏東縣  ,106.11.13,41.12,45.11,0.00,48.83,51.17,3393,0,0,4200,4150,
宜蘭縣  ,106.11.13,42.69,45.83,46.97,50.48,50.83,3321,0,4000,4250,4125,
花蓮縣  ,106.11.13,50.38,0.00,0.00,54.93,58.69,4288,0,0,4300,4195,
台東縣  ,106.11.13,53.10,0.00,0.00,56.75,61.59,4476,0,0,5197,4870,
澎湖縣  ,106.11.13,41.87,0.00,0.00,51.67,51.67,3313,0,0,0,0,
基隆市  ,106.11.10,44.13,47.29,0.00,53.14,53.21,3912,4229,0,4624,4667,
台北市  ,106.11.10,45.83,50.42,48.24,53.15,55.37,3672,4188,4129,4500,4500,
新北市  ,106.11.10,42.59,47.29,46.02,50.09,51.11,3771,4176,4110,4483,4525,
桃園市  ,106.11.10,39.83,42.97,39.54,43.98,52.34,3190,3989,3810,3944,3841,
新竹市  ,106.11.10,41.98,44.79,0.00,49.38,48.89,3417,3845,0,4226,4017,
新竹縣  ,106.11.10,39.48,44.00,0.00,49.58,49.44,3306,3938,0,4314,4250,
苗栗縣  ,106.11.10,39.24,0.00,0.00,45.22,49.08,3250,0,0,3989,4583,
台中市  ,106.11.10,41.61,47.92,46.66,50.00,50.24,3197,3868,4055,4083,4028,
彰化縣  ,106.11.10,38.93,43.06,43.04,47.96,47.14,3254,4107,3954,4078,3861,
南投縣  ,106.11.10,39.60,44.05,44.29,49.46,50.36,3530,0,4000,4167,3750,
雲林縣  ,106.11.10,39.20,43.37,0.00,44.71,45.62,3232,3889,0,3815,3760,
嘉義市  ,106.11.10,39.85,0.00,0.00,47.47,46.67,3170,0,0,4059,3750,
嘉義縣  ,106.11.10,39.11,0.00,0.00,46.16,45.58,3163,0,0,3909,3722,
台南市  ,106.11.10,41.30,48.33,46.67,52.50,54.00,3239,3542,3972,4042,3897,
高雄市  ,106.11.10,40.08,0.00,45.51,47.83,47.88,3324,0,0,4244,4203,
屏東縣  ,106.11.10,41.12,44.79,0.00,48.33,51.71,3350,0,0,4231,4239,
宜蘭縣  ,106.11.10,42.69,45.83,46.97,50.48,50.83,3321,0,4000,4250,4125,
花蓮縣  ,106.11.10,50.38,0.00,0.00,54.93,58.69,4288,0,0,4300,4195,
台東縣  ,106.11.10,53.10,0.00,0.00,56.75,61.59,4476,0,0,5197,4870,
澎湖縣  ,106.11.10,41.87,0.00,0.00,51.67,51.67,3313,0,0,0,0,
基隆市  ,106.11.9,44.13,47.29,0.00,53.14,53.21,3912,4229,0,4624,4667,
台北市  ,106.11.9,45.83,50.42,48.24,53.15,55.37,3672,4188,4129,4500,4500,
新北市  ,106.11.9,42.59,47.29,46.02,50.09,51.11,3771,4176,4110,4483,4525,
桃園市  ,106.11.9,39.83,42.97,39.54,43.98,52.34,3190,3989,3810,3944,3841,
新竹市  ,106.11.9,41.98,44.79,0.00,49.38,48.89,3417,3845,0,4226,4017,
新竹縣  ,106.11.9,39.48,44.00,0.00,49.58,49.44,3306,3938,0,4314,4250,
苗栗縣  ,106.11.9,39.24,0.00,0.00,45.22,49.08,3250,0,0,3989,4583,
台中市  ,106.11.9,41.61,47.92,46.66,50.00,50.24,3197,3868,4055,4083,4028,
彰化縣  ,106.11.9,38.93,43.06,43.04,47.96,47.14,3257,4107,3954,4078,3861,
南投縣  ,106.11.9,39.60,44.05,44.29,49.46,50.36,3530,0,4000,4167,3750,
雲林縣  ,106.11.9,39.20,43.37,0.00,44.71,45.62,3234,3889,0,3822,3760,
嘉義市  ,106.11.9,39.85,0.00,0.00,47.47,46.67,3170,0,0,4059,3750,
嘉義縣  ,106.11.9,39.11,0.00,0.00,46.16,45.58,3163,0,0,3909,3722,
台南市  ,106.11.9,41.30,48.33,46.67,52.50,54.00,3239,3542,3972,4042,3897,
高雄市  ,106.11.9,40.08,0.00,45.32,47.99,47.77,3324,0,0,4266,4197,
屏東縣  ,106.11.9,41.12,44.79,0.00,48.33,51.71,3350,0,0,4231,4239,
宜蘭縣  ,106.11.9,42.69,45.83,46.97,50.48,50.83,3321,0,4028,4250,4125,
花蓮縣  ,106.11.9,50.38,0.00,0.00,54.93,58.69,4304,0,0,4300,4195,
台東縣  ,106.11.9,53.10,0.00,0.00,56.75,61.59,4476,0,0,5197,4870,
澎湖縣  ,106.11.9,41.87,0.00,0.00,51.67,51.67,3313,0,0,0,0,
基隆市  ,106.11.8,44.13,47.29,0.00,53.14,53.21,3912,4229,0,4624,4667,
台北市  ,106.11.8,45.83,50.42,48.24,53.15,55.37,3672,4188,4129,4500,4500,
新北市  ,106.11.8,42.59,47.29,46.02,50.09,51.11,3771,4176,4110,4483,4525,
桃園市  ,106.11.8,39.83,42.97,39.54,43.98,52.34,3190,3989,3810,3944,3841,
新竹市  ,106.11.8,41.98,44.79,0.00,49.38,48.89,3417,3845,0,4226,4017,
新竹縣  ,106.11.8,39.48,44.00,0.00,49.58,49.44,3306,3938,0,4314,4250,
苗栗縣  ,106.11.8,39.24,0.00,0.00,45.22,49.08,3250,0,0,3989,4583,
台中市  ,106.11.8,41.61,47.92,46.66,50.00,50.24,3197,3868,4055,4106,4028,
彰化縣  ,106.11.8,38.93,43.06,43.04,47.96,47.14,3257,4107,3954,4078,3861,
南投縣  ,106.11.8,39.60,44.05,44.29,49.46,50.36,3530,0,4000,4167,3750,
雲林縣  ,106.11.8,39.20,43.37,0.00,44.71,45.62,3239,3889,0,3822,3763,
嘉義市  ,106.11.8,39.85,0.00,0.00,47.47,46.67,3170,0,0,4059,3750,
嘉義縣  ,106.11.8,39.11,0.00,0.00,46.16,45.58,3163,0,0,3909,3722,
台南市  ,106.11.8,41.30,48.33,46.67,52.50,54.00,3239,3542,3972,4042,3911,
高雄市  ,106.11.8,40.08,0.00,45.32,47.99,47.77,3324,0,0,4266,4197,
屏東縣  ,106.11.8,41.12,44.79,0.00,48.33,51.71,3350,0,0,4231,4239,
宜蘭縣  ,106.11.8,42.69,45.83,46.97,50.48,50.83,3321,0,4028,4250,4125,
花蓮縣  ,106.11.8,50.38,0.00,0.00,54.93,58.69,4304,0,0,4300,4195,
台東縣  ,106.11.8,53.10,0.00,0.00,56.75,61.59,4476,0,0,5197,4870,
澎湖縣  ,106.11.8,41.87,0.00,0.00,51.67,51.67,3317,0,0,0,0,
基隆市  ,106.11.7,44.13,47.29,0.00,53.14,53.21,3912,4229,0,4624,4667,
台北市  ,106.11.7,45.83,50.42,48.24,53.15,55.37,3672,4188,4129,4500,4500,
新北市  ,106.11.7,42.59,47.29,46.02,50.09,51.11,3771,4176,4110,4483,4525,
桃園市  ,106.11.7,39.83,42.97,39.54,43.98,52.34,3190,3989,3810,3944,3841,
新竹市  ,106.11.7,41.98,44.79,0.00,49.38,48.89,3417,3845,0,4226,4017,
新竹縣  ,106.11.7,39.48,44.00,0.00,49.58,49.44,3306,3938,0,4314,4250,
苗栗縣  ,106.11.7,39.24,0.00,0.00,45.22,49.08,3250,0,0,3989,4583,
台中市  ,106.11.7,41.61,47.92,46.66,50.00,50.24,3197,3868,4055,4106,4028,
彰化縣  ,106.11.7,38.93,43.06,43.04,47.96,47.14,3257,4107,3954,4078,3861,
南投縣  ,106.11.7,39.60,44.05,44.29,49.46,50.36,3530,0,4000,4167,3750,
雲林縣  ,106.11.7,39.20,43.37,0.00,44.71,45.62,3239,3889,0,3836,3765,
嘉義市  ,106.11.7,39.85,0.00,0.00,47.47,46.67,3170,0,0,4059,3750,
嘉義縣  ,106.11.7,39.11,0.00,0.00,46.16,45.58,3167,0,0,3930,3736,
台南市  ,106.11.7,41.30,48.33,46.67,52.50,54.00,3239,3542,3972,4042,3911,
高雄市  ,106.11.7,40.08,0.00,45.32,47.99,47.77,3324,0,0,4266,4197,
屏東縣  ,106.11.7,41.12,44.79,0.00,48.33,51.71,3350,0,0,4231,4239,
宜蘭縣  ,106.11.7,42.69,45.83,46.97,50.48,50.83,3321,0,4028,4250,4125,
花蓮縣  ,106.11.7,50.38,0.00,0.00,54.93,58.69,4304,0,0,4300,4195,
台東縣  ,106.11.7,53.10,0.00,0.00,56.75,61.59,4476,0,0,5197,4870,
澎湖縣  ,106.11.7,41.87,0.00,0.00,51.67,51.67,3317,0,0,0,0,
基隆市  ,106.11.6,44.13,47.29,0.00,53.14,53.21,3912,4229,0,4624,4667,
台北市  ,106.11.6,45.83,50.42,48.24,53.15,55.37,3672,4188,4129,4500,4500,
新北市  ,106.11.6,42.59,47.29,46.02,50.09,51.11,3771,4176,4110,4483,4525,
桃園市  ,106.11.6,39.83,42.97,39.54,43.98,52.34,3190,3989,3810,3944,3841,
新竹市  ,106.11.6,41.98,44.79,0.00,49.38,48.89,3417,3845,0,4226,4017,
新竹縣  ,106.11.6,39.48,44.00,0.00,49.58,49.44,3306,3938,0,4314,4250,
苗栗縣  ,106.11.6,39.24,0.00,0.00,45.22,49.08,3250,0,0,3989,4583,
台中市  ,106.11.6,41.61,47.92,46.66,50.00,50.24,3197,3868,4055,4106,4028,
彰化縣  ,106.11.6,38.93,43.06,43.04,47.96,47.14,3257,4107,3954,4078,3861,
南投縣  ,106.11.6,39.60,44.05,44.29,49.46,50.36,3530,0,4000,4167,3750,
雲林縣  ,106.11.6,39.20,43.37,0.00,44.71,45.62,3239,3889,0,3836,3772,
嘉義市  ,106.11.6,39.85,0.00,0.00,47.47,46.67,3170,0,0,4059,3750,
嘉義縣  ,106.11.6,39.11,0.00,0.00,46.16,45.58,3167,0,0,3930,3736,
台南市  ,106.11.6,41.30,48.33,46.67,52.50,54.00,3239,3542,3972,4042,3911,
高雄市  ,106.11.6,40.08,0.00,45.32,47.99,47.77,3324,0,0,4266,4197,
屏東縣  ,106.11.6,41.12,44.79,0.00,48.33,51.71,3350,0,0,4231,4239,
宜蘭縣  ,106.11.6,42.69,45.83,46.97,50.48,50.83,3321,0,4028,4250,4125,
花蓮縣  ,106.11.6,50.38,0.00,0.00,54.93,58.69,4304,0,0,4300,4195,
台東縣  ,106.11.6,53.10,0.00,0.00,56.75,61.59,4476,0,0,5197,4870,
澎湖縣  ,106.11.6,41.87,0.00,0.00,51.67,51.67,3317,0,0,0,0,
基隆市  ,106.11.3,44.13,47.29,0.00,53.14,53.21,3912,4229,0,4624,4667,
台北市  ,106.11.3,45.83,50.42,48.24,53.15,55.37,3672,4188,4129,4500,4500,
新北市  ,106.11.3,42.59,47.29,46.02,50.09,51.11,3771,4176,4110,4483,4525,
桃園市  ,106.11.3,39.83,42.97,39.54,43.98,52.34,3190,3989,3810,3944,3841,
新竹市  ,106.11.3,41.98,44.79,0.00,49.38,48.89,3417,3845,0,4226,4017,
新竹縣  ,106.11.3,39.48,44.00,0.00,49.58,49.44,3306,3938,0,4314,4250,
苗栗縣  ,106.11.3,39.24,0.00,0.00,45.22,49.08,3250,0,0,3989,4583,
台中市  ,106.11.3,41.61,47.92,46.66,50.00,50.24,3227,3868,4073,4143,4028,
彰化縣  ,106.11.3,38.93,43.06,43.04,47.96,47.14,3257,4107,3954,4078,3861,
南投縣  ,106.11.3,39.60,44.05,44.29,49.46,50.36,3530,0,4000,4167,3750,
雲林縣  ,106.11.3,39.20,43.37,0.00,44.71,45.62,3239,3889,0,3836,3772,
嘉義市  ,106.11.3,39.85,0.00,0.00,47.47,46.67,3170,0,0,4059,3750,
嘉義縣  ,106.11.3,39.11,0.00,0.00,46.16,45.58,3167,0,0,3930,3736,
台南市  ,106.11.3,41.30,48.33,46.67,52.50,54.00,3239,3542,3972,4042,3911,
高雄市  ,106.11.3,40.08,0.00,45.32,47.99,47.77,3324,0,0,4266,4197,
屏東縣  ,106.11.3,41.12,44.79,0.00,48.33,51.71,3350,0,0,4231,4239,
宜蘭縣  ,106.11.3,42.69,45.83,46.97,50.48,50.83,3321,0,4028,4250,4125,
花蓮縣  ,106.11.3,50.38,0.00,0.00,54.93,58.69,4304,0,0,4300,4195,
台東縣  ,106.11.3,53.10,0.00,0.00,56.75,61.59,4476,0,0,5197,4870,
澎湖縣  ,106.11.3,41.87,0.00,0.00,51.67,51.67,3317,0,0,0,0,
基隆市  ,106.11.2,44.13,47.29,0.00,53.14,53.21,3912,4229,0,4624,4667,
台北市  ,106.11.2,45.83,50.42,48.24,53.15,55.37,3672,4188,4129,4500,4500,
新北市  ,106.11.2,42.59,47.29,46.02,50.09,51.11,3771,4176,4110,4483,4525,
桃園市  ,106.11.2,39.83,42.97,39.54,43.98,52.34,3190,3989,3810,3944,3841,
新竹市  ,106.11.2,41.98,44.79,0.00,49.38,48.89,3424,3845,0,4238,4033,
新竹縣  ,106.11.2,39.48,44.00,0.00,49.58,49.44,3306,3938,0,4314,4250,
苗栗縣  ,106.11.2,39.24,0.00,0.00,45.22,49.08,3250,0,0,3989,4583,
台中市  ,106.11.2,41.61,47.92,46.66,50.00,50.24,3227,3868,4073,4143,4028,
彰化縣  ,106.11.2,38.93,43.06,43.04,47.96,47.14,3257,4107,3954,4078,3861,
南投縣  ,106.11.2,39.60,44.05,44.29,49.46,50.36,3530,0,4000,4167,3750,
雲林縣  ,106.11.2,39.20,43.37,0.00,44.71,45.62,3239,3889,0,3836,3772,
嘉義市  ,106.11.2,39.85,0.00,0.00,47.47,46.67,3170,0,0,4059,3750,
嘉義縣  ,106.11.2,39.11,0.00,0.00,46.16,45.58,3167,0,0,3930,3736,
台南市  ,106.11.2,41.30,48.33,46.67,52.50,54.00,3239,3542,3972,4042,3911,
高雄市  ,106.11.2,40.08,0.00,45.51,48.71,47.94,3331,0,0,4302,4216,
屏東縣  ,106.11.2,41.12,44.79,0.00,48.33,51.71,3350,0,0,4231,4239,
宜蘭縣  ,106.11.2,42.69,45.83,46.97,50.48,50.83,3321,0,4028,4250,4125,
花蓮縣  ,106.11.2,50.38,0.00,0.00,54.93,58.69,4300,0,0,4300,4195,
台東縣  ,106.11.2,53.10,0.00,0.00,56.75,61.59,4476,0,0,5197,4870,
澎湖縣  ,106.11.2,41.87,0.00,0.00,51.67,51.67,3317,0,0,0,0,
基隆市  ,106.11.1,44.13,47.29,0.00,53.14,53.21,3912,4229,0,4624,4667,
台北市  ,106.11.1,45.83,50.42,48.24,53.15,55.37,3672,4188,4129,4500,4500,
新北市  ,106.11.1,42.59,47.29,46.02,50.09,51.11,3771,4176,4110,4483,4525,
桃園市  ,106.11.1,39.75,42.97,39.54,43.98,52.34,3190,3989,3810,3944,3841,
新竹市  ,106.11.1,41.98,44.79,0.00,49.38,48.89,3424,3845,0,4238,4033,
新竹縣  ,106.11.1,39.48,44.00,0.00,49.58,49.44,3306,3938,0,4314,4250,
苗栗縣  ,106.11.1,39.24,0.00,0.00,45.22,49.08,3250,0,0,3989,4583,
台中市  ,106.11.1,41.61,47.92,46.66,50.00,50.24,3227,3868,4073,4143,4028,
彰化縣  ,106.11.1,38.93,43.06,43.04,47.96,47.14,3257,4107,3954,4078,3861,
南投縣  ,106.11.1,39.60,44.05,44.29,49.46,50.36,3530,0,4000,4167,3750,
雲林縣  ,106.11.1,39.20,43.37,0.00,44.71,45.62,3240,3889,0,3836,3772,
嘉義市  ,106.11.1,39.85,0.00,0.00,47.47,46.67,3170,0,0,4059,3750,
嘉義縣  ,106.11.1,39.11,0.00,0.00,46.16,45.58,3167,0,0,3930,3736,
台南市  ,106.11.1,41.30,48.33,46.67,52.50,54.00,3239,3542,3972,4042,3911,
高雄市  ,106.11.1,40.08,0.00,45.56,48.87,48.05,3333,0,0,4310,4225,
