年度,地區別,雜糧類別,種植面積,收穫面積,每公頃平均產量,產量,
2013,花蓮縣,其他糧食作物,0,0,0,0,
2013,澎湖縣,其他糧食作物,0,0,0,0,
2013,基隆市,其他糧食作物,0,0,0,0,
2013,新竹市,其他糧食作物,0,0,0,0,
2013,嘉義市,其他糧食作物,0,0,0,0,
2013,金門縣,其他糧食作物,0,0,0,0,
2013,連江縣,其他糧食作物,0,0,0,0,
2013,新北市,大豆,0,0,0,0,
2013,台北市,大豆,0,0,0,0,
2013,台中市,大豆,2,2,2600,5.2,
2013,台南市,大豆,134.16,134.16,1772,237.731,
2013,高雄市,大豆,137.83,137.83,1753.93,241.744,
2013,宜蘭縣,大豆,1.86,1.86,1526.88,2.84,
2013,桃園縣,大豆,0.2,0.2,2000,0.4,
2013,新竹縣,大豆,0,0,0,0,
2013,苗栗縣,大豆,5.48,5.48,624.64,3.423,
2013,彰化縣,大豆,0,0,0,0,
2013,南投縣,大豆,0.2,0.2,1000,0.2,
2013,雲林縣,大豆,74.26,73.13,1921.82,140.543,
2013,嘉義縣,大豆,57.59,57.59,2360.11,135.919,
2013,屏東縣,大豆,34.5,34.5,2011.16,69.385,
2013,台東縣,大豆,1.6,1.6,2000,3.2,
2013,花蓮縣,大豆,20.84,20.84,1852.88,38.614,
2013,澎湖縣,大豆,0,0,0,0,
2013,基隆市,大豆,0,0,0,0,
2013,新竹市,大豆,0,0,0,0,
2013,嘉義市,大豆,0,0,0,0,
2013,金門縣,大豆,0,0,0,0,
2013,連江縣,大豆,0,0,0,0,
2013,新北市,花豆,0,0,0,0,
2013,台北市,花豆,0,0,0,0,
2013,台中市,花豆,0.01,0.01,1900,0.019,
2013,台南市,花豆,2.21,2.21,1919.46,4.242,
2013,高雄市,花豆,0,0,0,0,
2013,宜蘭縣,花豆,0,0,0,0,
2013,桃園縣,花豆,0,0,0,0,
2013,新竹縣,花豆,0,0,0,0,
2013,苗栗縣,花豆,0,0,0,0,
2013,彰化縣,花豆,2.34,2.34,3073.5,7.192,
2013,南投縣,花豆,0,0,0,0,
2013,雲林縣,花豆,0,0,0,0,
2013,嘉義縣,花豆,0.35,0.35,2100,0.735,
2013,屏東縣,花豆,0,0,0,0,
2013,台東縣,花豆,0,0,0,0,
2013,花蓮縣,花豆,0,0,0,0,
2013,澎湖縣,花豆,0,0,0,0,
2013,基隆市,花豆,0,0,0,0,
2013,新竹市,花豆,0,0,0,0,
2013,嘉義市,花豆,0,0,0,0,
2013,金門縣,花豆,0,0,0,0,
2013,連江縣,花豆,0,0,0,0,
2013,新北市,綠豆,0,0,0,0,
2013,台北市,綠豆,0,0,0,0,
2013,台中市,綠豆,0,0,0,0,
2013,台南市,綠豆,225.51,225.51,843.16,190.141,
2013,高雄市,綠豆,0.42,0.42,976.19,0.41,
2013,宜蘭縣,綠豆,0,0,0,0,
2013,桃園縣,綠豆,10.52,10.52,216.73,2.28,
2013,新竹縣,綠豆,0,0,0,0,
2013,苗栗縣,綠豆,0,0,0,0,
2013,彰化縣,綠豆,0.6,0.6,1350,0.81,
2013,南投縣,綠豆,0,0,0,0,
2013,雲林縣,綠豆,2.26,2.26,1783.19,4.03,
2013,嘉義縣,綠豆,26.78,26.78,953.02,25.522,
2013,屏東縣,綠豆,0,0,0,0,
2013,台東縣,綠豆,1.9,1.9,681.58,1.295,
2013,花蓮縣,綠豆,0,0,0,0,
2013,澎湖縣,綠豆,0,0,0,0,
2013,基隆市,綠豆,0,0,0,0,
2013,新竹市,綠豆,0,0,0,0,
2013,嘉義市,綠豆,0,0,0,0,
2013,金門縣,綠豆,0,0,0,0,
2013,連江縣,綠豆,0,0,0,0,
2013,新北市,紅豆,0,0,0,0,
2013,台北市,紅豆,0,0,0,0,
2013,台中市,紅豆,2.7,2.7,1320,3.564,
2013,台南市,紅豆,36.91,36.91,1962.42,72.433,
2013,高雄市,紅豆,1248.1,1248.1,1981.57,2473.199,
2013,宜蘭縣,紅豆,0,0,0,0,
2013,桃園縣,紅豆,0,0,0,0,
2013,新竹縣,紅豆,0,0,0,0,
2013,苗栗縣,紅豆,0,0,0,0,
2013,彰化縣,紅豆,0,0,0,0,
2013,南投縣,紅豆,0,0,0,0,
2013,雲林縣,紅豆,1.16,1.16,1300,1.508,
2013,嘉義縣,紅豆,18.23,18.23,1919.58,34.994,
2013,屏東縣,紅豆,4384.92,4384.92,2114.24,9270.788,
2013,台東縣,紅豆,0,0,0,0,
2013,花蓮縣,紅豆,0.6,0.6,2000,1.2,
2013,澎湖縣,紅豆,0,0,0,0,
2013,基隆市,紅豆,0,0,0,0,
2013,新竹市,紅豆,0,0,0,0,
2013,嘉義市,紅豆,0,0,0,0,
2013,金門縣,紅豆,0,0,0,0,
2013,連江縣,紅豆,0,0,0,0,
2013,新北市,落花生,33.53,33.53,1587.65,53.234,
2013,台北市,落花生,0,0,0,0,
2013,台中市,落花生,296.62,296.62,2543.81,754.545,
2013,台南市,落花生,362.91,362.91,2476.8,898.854,
2013,高雄市,落花生,191.38,191.38,2424.74,464.047,
2013,宜蘭縣,落花生,105.02,105.02,2589.14,271.911,
2013,桃園縣,落花生,6.64,6.64,2179.07,14.469,
2013,新竹縣,落花生,10.62,10.62,2512.05,26.678,
2013,苗栗縣,落花生,92.96,92.96,2405.74,223.638,
2013,彰化縣,落花生,2961.72,2961.72,2331.02,6903.83,
2013,南投縣,落花生,20.6,20.6,1899.9,39.138,
2013,雲林縣,落花生,13618.19,13617.52,2586.88,35226.893,
2013,嘉義縣,落花生,305.53,305.53,2489.16,760.514,
2013,屏東縣,落花生,120.96,120.96,2930.68,354.495,
2013,台東縣,落花生,32.22,32.22,2213.13,71.307,
2013,花蓮縣,落花生,240.86,240.86,1903.84,458.559,
2013,澎湖縣,落花生,175.11,175.11,1260.76,220.772,
2013,基隆市,落花生,0.09,0.09,1300,0.117,
2013,新竹市,落花生,3.48,3.48,2184.77,7.603,
2013,嘉義市,落花生,0,0,0,0,
2013,金門縣,落花生,31.26,31.26,1869.58,58.443,
2013,連江縣,落花生,0,0,0,0,
2013,新北市,其他豆類,0,0,0,0,
2013,台北市,其他豆類,0,0,0,0,
2013,台中市,其他豆類,0.6,0.6,1418.33,0.851,
2013,台南市,其他豆類,108.99,108.99,1779.15,193.91,
2013,高雄市,其他豆類,28.34,28.34,2299.36,65.164,
2013,宜蘭縣,其他豆類,0.29,0.29,1920.69,0.557,
2013,桃園縣,其他豆類,2.15,2.15,2053.49,4.415,
2013,新竹縣,其他豆類,40.56,40.56,1271.45,51.57,
2013,苗栗縣,其他豆類,2.05,2.05,1307.32,2.68,
2013,彰化縣,其他豆類,6.67,6.67,2063.12,13.761,
2013,南投縣,其他豆類,1.3,1.3,1357.69,1.765,
2013,雲林縣,其他豆類,9.5,9.5,1783.68,16.945,
2013,嘉義縣,其他豆類,9.16,9.16,2137.23,19.577,
2013,屏東縣,其他豆類,20.64,20.64,1984.3,40.956,
2013,台東縣,其他豆類,130.97,130.87,2681.27,350.898,
2013,花蓮縣,其他豆類,13.87,13.87,1623.29,22.515,
2013,澎湖縣,其他豆類,0,0,0,0,
2013,基隆市,其他豆類,0,0,0,0,
2013,新竹市,其他豆類,0,0,0,0,
2013,嘉義市,其他豆類,0,0,0,0,
2013,金門縣,其他豆類,0,0,0,0,
2013,連江縣,其他豆類,0,0,0,0,
2012,新北市,甘藷,406.87,406.87,18677.34,7599.248,
2012,台北市,甘藷,83.47,83.47,9105.5,760.036,
2012,台中市,甘藷,1032.56,1032.56,19219.22,19845,
2012,台南市,甘藷,610.81,610.81,26448.45,16154.978,
2012,高雄市,甘藷,184.77,184.77,19110.04,3530.963,
2012,宜蘭縣,甘藷,62.6,62.6,20983.93,1313.594,
2012,桃園縣,甘藷,54.04,54.04,19055.18,1029.742,
2012,新竹縣,甘藷,83.93,83.93,17753.84,1490.08,
2012,苗栗縣,甘藷,325.96,325.96,17978.95,5860.417,
2012,彰化縣,甘藷,1152.33,1152.33,32327.35,37251.78,
2012,南投縣,甘藷,57.21,57.21,18187.21,1040.49,
2012,雲林縣,甘藷,4240.48,4240.48,24868.91,105456.125,
2012,嘉義縣,甘藷,482.43,482.43,19538.59,9426,
2012,屏東縣,甘藷,220.37,220.37,13297.3,2930.327,
2012,台東縣,甘藷,280.79,280.79,9972.4,2800.151,
2012,花蓮縣,甘藷,160.77,160.77,15416.18,2478.46,
2012,澎湖縣,甘藷,93.64,93.64,11477.67,1074.769,
2012,基隆市,甘藷,0.42,0.42,10500,4.41,
2012,新竹市,甘藷,12.89,12.89,15896.82,204.91,
2012,嘉義市,甘藷,2.96,2.96,17083.11,50.566,
2012,金門縣,甘藷,10.93,10.93,19392.5,211.96,
2012,連江縣,甘藷,0,0,0,0,
2012,新北市,小麥,0,0,0,0,
2012,台北市,小麥,0,0,0,0,
2012,台中市,小麥,64.25,64.25,3620,232.585,
2012,台南市,小麥,45.59,41.59,2000,83.18,
2012,高雄市,小麥,0,0,0,0,
2012,宜蘭縣,小麥,0,0,0,0,
2012,桃園縣,小麥,0,0,0,0,
2012,新竹縣,小麥,0,0,0,0,
2012,苗栗縣,小麥,5.83,5.83,1500,8.745,
2012,彰化縣,小麥,0.6,0.6,1000,0.6,
2012,南投縣,小麥,0,0,0,0,
2012,雲林縣,小麥,0.5,0.5,1750,0.875,
2012,嘉義縣,小麥,8,8,1500,12,
2012,屏東縣,小麥,0,0,0,0,
2012,台東縣,小麥,0,0,0,0,
2012,花蓮縣,小麥,0,0,0,0,
2012,澎湖縣,小麥,0,0,0,0,
2012,基隆市,小麥,0,0,0,0,
2012,新竹市,小麥,0,0,0,0,
2012,嘉義市,小麥,0,0,0,0,
2012,金門縣,小麥,1930.7,1930.7,3377.48,6520.906,
2012,連江縣,小麥,0,0,0,0,
2012,新北市,飼料用玉蜀黍,0,0,0,0,
2012,台北市,飼料用玉蜀黍,0,0,0,0,
2012,台中市,飼料用玉蜀黍,0.5,0.5,5286,2.643,
2012,台南市,飼料用玉蜀黍,2471.94,2467.9,4259.26,10511.431,
2012,高雄市,飼料用玉蜀黍,3.52,3.52,4655.68,16.388,
2012,宜蘭縣,飼料用玉蜀黍,0,0,0,0,
2012,桃園縣,飼料用玉蜀黍,0,0,0,0,
2012,新竹縣,飼料用玉蜀黍,0,0,0,0,
2012,苗栗縣,飼料用玉蜀黍,0,0,0,0,
2012,彰化縣,飼料用玉蜀黍,2.69,2.69,6000,16.14,
2012,南投縣,飼料用玉蜀黍,0,0,0,0,
2012,雲林縣,飼料用玉蜀黍,49.59,49.59,4999.4,247.92,
2012,嘉義縣,飼料用玉蜀黍,3689.7,3689.7,4668.39,17224.956,
2012,屏東縣,飼料用玉蜀黍,102.48,102.48,5250.34,538.055,
2012,台東縣,飼料用玉蜀黍,121.57,121.57,5572.16,677.408,
2012,花蓮縣,飼料用玉蜀黍,169.9,169.1,3491.09,590.344,
2012,澎湖縣,飼料用玉蜀黍,0,0,0,0,
2012,基隆市,飼料用玉蜀黍,0,0,0,0,
2012,新竹市,飼料用玉蜀黍,0,0,0,0,
2012,嘉義市,飼料用玉蜀黍,0,0,0,0,
2012,金門縣,飼料用玉蜀黍,0,0,0,0,
2012,連江縣,飼料用玉蜀黍,0,0,0,0,
2012,新北市,食用玉蜀黍,68.14,68.09,3962.59,269.813,
2012,台北市,食用玉蜀黍,3.9,3.9,4241.03,16.54,
2012,台中市,食用玉蜀黍,224.5,224.5,6057.32,1359.869,
2012,台南市,食用玉蜀黍,1136.9,1136.9,7578.05,8615.48,
2012,高雄市,食用玉蜀黍,618.25,618.15,6005.24,3712.139,
2012,宜蘭縣,食用玉蜀黍,28.12,28.12,4620.16,129.919,
2012,桃園縣,食用玉蜀黍,21.35,21.35,5148.29,109.916,
2012,新竹縣,食用玉蜀黍,75.46,75.46,7400.24,558.422,
2012,苗栗縣,食用玉蜀黍,190,190,7292.8,1385.632,
2012,彰化縣,食用玉蜀黍,262.79,262.79,7205.28,1893.476,
2012,南投縣,食用玉蜀黍,225.22,224.82,7698.75,1730.833,
2012,雲林縣,食用玉蜀黍,4751.98,4751.98,8674.35,41220.344,
2012,嘉義縣,食用玉蜀黍,1141.14,1141.14,6111.56,6974.142,
2012,屏東縣,食用玉蜀黍,660.09,660.09,6228.1,4111.108,
2012,台東縣,食用玉蜀黍,225.48,225.48,5402.22,1218.092,
2012,花蓮縣,食用玉蜀黍,329.28,329.28,4733.4,1558.613,
2012,澎湖縣,食用玉蜀黍,41.08,40.98,7180.33,294.25,
2012,基隆市,食用玉蜀黍,0.55,0.55,6236.36,3.43,
2012,新竹市,食用玉蜀黍,17,16.9,5108.58,86.335,
2012,嘉義市,食用玉蜀黍,15.9,15.9,6390.44,101.608,
2012,金門縣,食用玉蜀黍,1.44,1.44,6209.72,8.942,
2012,連江縣,食用玉蜀黍,0,0,0,0,
2012,新北市,粟,0,0,0,0,
2012,台北市,粟,0,0,0,0,
2012,台中市,粟,0,0,0,0,
2012,台南市,粟,0,0,0,0,
2012,高雄市,粟,3.3,3.3,2639.39,8.71,
2012,宜蘭縣,粟,2.11,2.11,1700,3.587,
2012,桃園縣,粟,0,0,0,0,
2012,新竹縣,粟,0,0,0,0,
2012,苗栗縣,粟,0,0,0,0,
2012,彰化縣,粟,0,0,0,0,
2012,南投縣,粟,0,0,0,0,
2012,雲林縣,粟,0,0,0,0,
2012,嘉義縣,粟,1,1,1500,1.5,
2012,屏東縣,粟,124.8,124.8,1954.29,243.896,
2012,台東縣,粟,93.72,93.72,1530.93,143.479,
2012,花蓮縣,粟,0,0,0,0,
2012,澎湖縣,粟,0,0,0,0,
2012,基隆市,粟,0,0,0,0,
2012,新竹市,粟,0,0,0,0,
2012,嘉義市,粟,0,0,0,0,
2012,金門縣,粟,0,0,0,0,
2012,連江縣,粟,0,0,0,0,
2012,新北市,蜀黍,0,0,0,0,
2012,台北市,蜀黍,0,0,0,0,
2012,台中市,蜀黍,0.8,0.8,3706.25,2.965,
2012,台南市,蜀黍,0.7,0.7,3935.71,2.755,
2012,高雄市,蜀黍,0,0,0,0,
2012,宜蘭縣,蜀黍,0.25,0.25,4500,1.125,
2012,桃園縣,蜀黍,0,0,0,0,
2012,新竹縣,蜀黍,0,0,0,0,
2012,苗栗縣,蜀黍,0,0,0,0,
2012,彰化縣,蜀黍,0,0,0,0,
2012,南投縣,蜀黍,0,0,0,0,
2012,雲林縣,蜀黍,1,1,4810,4.81,
2012,嘉義縣,蜀黍,12.37,12.37,3065.4,37.919,
2012,屏東縣,蜀黍,1.01,1.01,2886.14,2.915,
2012,台東縣,蜀黍,1.1,1.1,2636.36,2.9,
2012,花蓮縣,蜀黍,0,0,0,0,
2012,澎湖縣,蜀黍,0.13,0.13,2100,0.273,
2012,基隆市,蜀黍,0,0,0,0,
2012,新竹市,蜀黍,0,0,0,0,
2012,嘉義市,蜀黍,0,0,0,0,
2012,金門縣,蜀黍,2010.65,2010.65,1744.77,3508.125,
2012,連江縣,蜀黍,0,0,0,0,
2012,新北市,其他糧食作物,0,0,0,0,
2012,台北市,其他糧食作物,0,0,0,0,
2012,台中市,其他糧食作物,39.69,39.69,2282.04,90.574,
2012,台南市,其他糧食作物,3.92,3.92,3400.51,13.33,
2012,高雄市,其他糧食作物,1.88,1.88,2106.91,3.961,
2012,宜蘭縣,其他糧食作物,0.15,0.15,3000,0.45,
2012,桃園縣,其他糧食作物,0,0,0,0,
2012,新竹縣,其他糧食作物,0,0,0,0,
2012,苗栗縣,其他糧食作物,0,0,0,0,
2012,彰化縣,其他糧食作物,31.48,31.48,2217.79,69.816,
2012,南投縣,其他糧食作物,7.3,7.3,2854.79,20.84,
2012,雲林縣,其他糧食作物,5,5,1476,7.38,
2012,嘉義縣,其他糧食作物,25.2,25.2,2413.21,60.813,
2012,屏東縣,其他糧食作物,31.58,31.58,1977.96,62.464,
2012,台東縣,其他糧食作物,15.11,15.11,1345.07,20.324,
2012,花蓮縣,其他糧食作物,25.2,25.2,2950,74.34,
2012,澎湖縣,其他糧食作物,0,0,0,0,
2012,基隆市,其他糧食作物,0,0,0,0,
2012,新竹市,其他糧食作物,0,0,0,0,
2012,嘉義市,其他糧食作物,0,0,0,0,
2012,金門縣,其他糧食作物,0,0,0,0,
2012,連江縣,其他糧食作物,0,0,0,0,
2012,新北市,大豆,0,0,0,0,
2012,台北市,大豆,0,0,0,0,
2012,台中市,大豆,0.1,0.1,1700,0.17,
2012,台南市,大豆,25.25,25.25,1661.19,41.945,
2012,高雄市,大豆,6.22,6.22,1964.47,12.219,
2012,宜蘭縣,大豆,4.86,4.86,2294.44,11.151,
2012,桃園縣,大豆,0,0,0,0,
2012,新竹縣,大豆,0,0,0,0,
2012,苗栗縣,大豆,0.68,0.68,1500,1.02,
2012,彰化縣,大豆,0,0,0,0,
2012,南投縣,大豆,0,0,0,0,
2012,雲林縣,大豆,16.7,16.7,2794.01,46.66,
2012,嘉義縣,大豆,12.01,12.01,1445.13,17.356,
2012,屏東縣,大豆,4.75,4.75,1800,8.55,
2012,台東縣,大豆,0,0,0,0,
2012,花蓮縣,大豆,9.02,9.02,2233.92,20.15,
2012,澎湖縣,大豆,0,0,0,0,
2012,基隆市,大豆,0,0,0,0,
2012,新竹市,大豆,0,0,0,0,
2012,嘉義市,大豆,0,0,0,0,
2012,金門縣,大豆,0,0,0,0,
2012,連江縣,大豆,0,0,0,0,
2012,新北市,花豆,0,0,0,0,
2012,台北市,花豆,0,0,0,0,
2012,台中市,花豆,0,0,0,0,
2012,台南市,花豆,2.83,2.83,1929.33,5.46,
2012,高雄市,花豆,0.03,0.03,1800,0.054,
2012,宜蘭縣,花豆,0,0,0,0,
2012,桃園縣,花豆,0,0,0,0,
2012,新竹縣,花豆,0.05,0.05,1200,0.06,
2012,苗栗縣,花豆,0,0,0,0,
2012,彰化縣,花豆,1.4,1.4,2225,3.115,
2012,南投縣,花豆,0,0,0,0,
2012,雲林縣,花豆,0,0,0,0,
2012,嘉義縣,花豆,0,0,0,0,
2012,屏東縣,花豆,0,0,0,0,
2012,台東縣,花豆,0,0,0,0,
2012,花蓮縣,花豆,0,0,0,0,
2012,澎湖縣,花豆,0,0,0,0,
2012,基隆市,花豆,0,0,0,0,
2012,新竹市,花豆,0,0,0,0,
2012,嘉義市,花豆,0,0,0,0,
2012,金門縣,花豆,0,0,0,0,
2012,連江縣,花豆,0,0,0,0,
2012,新北市,綠豆,0,0,0,0,
2012,台北市,綠豆,0,0,0,0,
2012,台中市,綠豆,0,0,0,0,
2012,台南市,綠豆,36.21,36.21,1020.08,36.937,
2012,高雄市,綠豆,0.05,0.05,1800,0.09,
2012,宜蘭縣,綠豆,0,0,0,0,
2012,桃園縣,綠豆,0,0,0,0,
2012,新竹縣,綠豆,0,0,0,0,
2012,苗栗縣,綠豆,0,0,0,0,
2012,彰化縣,綠豆,0,0,0,0,
2012,南投縣,綠豆,0,0,0,0,
2012,雲林縣,綠豆,0,0,0,0,
2012,嘉義縣,綠豆,5.73,5.73,1118.5,6.409,
2012,屏東縣,綠豆,0.2,0.2,1650,0.33,
2012,台東縣,綠豆,0.5,0.5,700,0.35,
2012,花蓮縣,綠豆,0.6,0.6,900,0.54,
2012,澎湖縣,綠豆,0,0,0,0,
2012,基隆市,綠豆,0,0,0,0,
2012,新竹市,綠豆,0,0,0,0,
2012,嘉義市,綠豆,0,0,0,0,
2012,金門縣,綠豆,0,0,0,0,
2012,連江縣,綠豆,0,0,0,0,
2012,新北市,紅豆,0,0,0,0,
2012,台北市,紅豆,0,0,0,0,
2012,台中市,紅豆,2.71,2.71,1389.3,3.765,
2012,台南市,紅豆,86.01,86.01,1841.7,158.405,
2012,高雄市,紅豆,1579.67,1579.67,1220.71,1928.319,
2012,宜蘭縣,紅豆,0,0,0,0,
2012,桃園縣,紅豆,0,0,0,0,
2012,新竹縣,紅豆,0,0,0,0,
2012,苗栗縣,紅豆,0,0,0,0,
2012,彰化縣,紅豆,0.25,0.25,1000,0.25,
2012,南投縣,紅豆,0,0,0,0,
2012,雲林縣,紅豆,3.27,3.27,1203.98,3.937,
2012,嘉義縣,紅豆,47.35,47.35,1197.78,56.715,
2012,屏東縣,紅豆,5183.46,5183.46,1648.5,8544.944,
2012,台東縣,紅豆,0,0,0,0,
2012,花蓮縣,紅豆,0.3,0.3,1000,0.3,
2012,澎湖縣,紅豆,0,0,0,0,
2012,基隆市,紅豆,0,0,0,0,
2012,新竹市,紅豆,0,0,0,0,
2012,嘉義市,紅豆,1.4,1.4,1300,1.82,
2012,金門縣,紅豆,0,0,0,0,
2012,連江縣,紅豆,0,0,0,0,
2012,新北市,落花生,31.73,31.73,1571.45,49.862,
2012,台北市,落花生,0,0,0,0,
2012,台中市,落花生,281.25,281.25,2468.21,694.184,
2012,台南市,落花生,373.25,373.25,2393.23,893.274,
2012,高雄市,落花生,108.13,108.13,2304.23,249.156,
2012,宜蘭縣,落花生,119.14,119.14,2544.35,303.134,
2012,桃園縣,落花生,3.95,3.95,1949.37,7.7,
2012,新竹縣,落花生,6.01,6.01,2319.97,13.943,
2012,苗栗縣,落花生,96.72,96.72,2279.08,220.433,
2012,彰化縣,落花生,2710.97,2710.97,2725.01,7387.407,
2012,南投縣,落花生,20.67,20.57,1970.88,40.541,
2012,雲林縣,落花生,14624.85,14624.85,3051.96,44634.4,
2012,嘉義縣,落花生,448.59,448.59,2447.87,1098.091,
2012,屏東縣,落花生,135.28,135.28,3261.75,441.249,
2012,台東縣,落花生,34.79,34.59,1894.28,65.523,
2012,花蓮縣,落花生,222.3,222.3,2016.64,448.298,
2012,澎湖縣,落花生,176.63,176.63,1285.91,227.131,
2012,基隆市,落花生,0.17,0.17,1235.29,0.21,
2012,新竹市,落花生,4.4,4.4,2217.95,9.759,
2012,嘉義市,落花生,1.2,1.2,1424.17,1.709,
2012,金門縣,落花生,30.37,30.37,1927.79,58.547,
2012,連江縣,落花生,0,0,0,0,
2012,新北市,其他豆類,0,0,0,0,
2012,台北市,其他豆類,0,0,0,0,
2012,台中市,其他豆類,1.6,1.6,1450,2.32,
2012,台南市,其他豆類,99.24,90.74,1993.93,180.929,
2012,高雄市,其他豆類,31.43,31.43,2260.99,71.063,
2012,宜蘭縣,其他豆類,0.1,0.1,1800,0.18,
2012,桃園縣,其他豆類,3.15,3.15,2007.3,6.323,
2012,新竹縣,其他豆類,8,8,1500,12,
2012,苗栗縣,其他豆類,0,0,0,0,
2012,彰化縣,其他豆類,6.1,6.1,2203.28,13.44,
2012,南投縣,其他豆類,1.4,1.4,2571.43,3.6,
2012,雲林縣,其他豆類,26.94,26.94,1992.95,53.69,
2012,嘉義縣,其他豆類,10.74,10.74,1573.28,16.897,
2012,屏東縣,其他豆類,35,35,2141.17,74.941,
2012,台東縣,其他豆類,95.91,95.91,2708.64,259.786,
2012,花蓮縣,其他豆類,18.65,18.65,1585.09,29.562,
2012,澎湖縣,其他豆類,0,0,0,0,
2012,基隆市,其他豆類,0,0,0,0,
2012,新竹市,其他豆類,0,0,0,0,
2012,嘉義市,其他豆類,0,0,0,0,
2012,金門縣,其他豆類,0,0,0,0,
2012,連江縣,其他豆類,0,0,0,0,
2011,新北市,甘藷,412.93,412.93,18451.06,7618.997,
2011,台北市,甘藷,80.68,80.68,8983.53,724.791,
2011,台中市,甘藷,864.75,864.75,20031.89,17322.58,
2011,台南市,甘藷,618.91,618.91,29369.62,18177.151,
2011,高雄市,甘藷,152.75,152.75,19256.24,2941.39,
2011,宜蘭縣,甘藷,57.99,57.99,20687.19,1199.65,
2011,桃園縣,甘藷,66.02,66.02,19954.63,1317.405,
2011,新竹縣,甘藷,85.51,85.41,17216.99,1470.503,
2011,苗栗縣,甘藷,345.71,345.71,18750.6,6482.271,
2011,彰化縣,甘藷,1101.86,1101.86,31604.9,34824.176,
2011,南投縣,甘藷,58.62,58.62,18371.41,1076.932,
2011,雲林縣,甘藷,3864.17,3864.17,23838.78,92117.102,
2011,嘉義縣,甘藷,504.84,504.84,19904.33,10048.501,
2011,屏東縣,甘藷,234.75,234.7,11620.72,2727.383,
2011,台東縣,甘藷,313.4,313.4,9587.24,3004.642,
2011,花蓮縣,甘藷,194.36,194.35,16081,3125.342,
2011,澎湖縣,甘藷,95.33,95.33,11309.58,1078.142,
2011,基隆市,甘藷,2.27,2.27,9722.47,22.07,
2011,新竹市,甘藷,13.25,13.25,16024.91,212.33,
2011,嘉義市,甘藷,2.78,2.78,16694.24,46.41,
2011,金門縣,甘藷,17.57,17.57,18775.36,329.883,
2011,連江縣,甘藷,0,0,0,0,
2011,新北市,小麥,0,0,0,0,
2011,台北市,小麥,0,0,0,0,
2011,台中市,小麥,60.95,60.95,3895.32,237.42,
2011,台南市,小麥,20.36,20.36,1998.04,40.68,
2011,高雄市,小麥,0,0,0,0,
2011,宜蘭縣,小麥,0,0,0,0,
2011,桃園縣,小麥,0,0,0,0,
2011,新竹縣,小麥,0,0,0,0,
2011,苗栗縣,小麥,4.02,4.02,1800,7.236,
2011,彰化縣,小麥,0,0,0,0,
2011,南投縣,小麥,0,0,0,0,
2011,雲林縣,小麥,0,0,0,0,
2011,嘉義縣,小麥,0.58,0.58,2000,1.16,
2011,屏東縣,小麥,0,0,0,0,
2011,台東縣,小麥,0,0,0,0,
2011,花蓮縣,小麥,3,3,4000,12,
2011,澎湖縣,小麥,0,0,0,0,
2011,基隆市,小麥,0,0,0,0,
2011,新竹市,小麥,0,0,0,0,
2011,嘉義市,小麥,0,0,0,0,
2011,金門縣,小麥,1775.87,1775.87,2103.34,3735.256,
2011,連江縣,小麥,0,0,0,0,
2011,新北市,飼料用玉蜀黍,0,0,0,0,
2011,台北市,飼料用玉蜀黍,0,0,0,0,
2011,台中市,飼料用玉蜀黍,1,1,5290,5.29,
2011,台南市,飼料用玉蜀黍,1944.31,1944.31,5301.67,10308.092,
2011,高雄市,飼料用玉蜀黍,7.8,7.8,5111.54,39.87,
2011,宜蘭縣,飼料用玉蜀黍,0,0,0,0,
2011,桃園縣,飼料用玉蜀黍,0,0,0,0,
2011,新竹縣,飼料用玉蜀黍,0,0,0,0,
2011,苗栗縣,飼料用玉蜀黍,0,0,0,0,
2011,彰化縣,飼料用玉蜀黍,1.95,1.95,6000,11.7,
2011,南投縣,飼料用玉蜀黍,0,0,0,0,
2011,雲林縣,飼料用玉蜀黍,38.5,38.5,4970.13,191.35,
2011,嘉義縣,飼料用玉蜀黍,3904.4,3904.4,5336.46,20835.693,
2011,屏東縣,飼料用玉蜀黍,363.23,363.23,4884.52,1774.205,
2011,台東縣,飼料用玉蜀黍,154.04,154.04,5388.64,830.066,
2011,花蓮縣,飼料用玉蜀黍,313.54,313.04,3517.63,1101.16,
2011,澎湖縣,飼料用玉蜀黍,0,0,0,0,
2011,基隆市,飼料用玉蜀黍,0,0,0,0,
2011,新竹市,飼料用玉蜀黍,0,0,0,0,
2011,嘉義市,飼料用玉蜀黍,0,0,0,0,
2011,金門縣,飼料用玉蜀黍,0,0,0,0,
2011,連江縣,飼料用玉蜀黍,0,0,0,0,
2011,新北市,食用玉蜀黍,59.91,59.91,3968.1,237.729,
2011,台北市,食用玉蜀黍,3.96,3.96,4354.8,17.245,
2011,台中市,食用玉蜀黍,172.61,172.61,6125.45,1057.314,
2011,台南市,食用玉蜀黍,1527.26,1526.39,8169.65,12470.073,
2011,高雄市,食用玉蜀黍,732.79,732.79,6055.79,4437.622,
2011,宜蘭縣,食用玉蜀黍,22.8,22.8,4421.54,100.811,
2011,桃園縣,食用玉蜀黍,26.25,26.25,5240.76,137.57,
2011,新竹縣,食用玉蜀黍,102,102,7218.58,736.295,
2011,苗栗縣,食用玉蜀黍,206.94,206.94,8189.03,1694.637,
2011,彰化縣,食用玉蜀黍,311.15,311.15,7288.72,2267.885,
